〆切
あたま隠して尻隠さず
あたらしい酒を古い革袋に盛る
あたりを払う
あたるも八卦当たらぬも八卦
あたるを幸い
あだや疎か
あだ事
あだ名
あだ情け
あだ敵
あだ桜
あだ波
あだ花
あだ討ち
あっけに取られる
あっさく空気
あっとう的
あっと言う間
あっと言わせる
あつさ寒さも彼岸まで
あつものに懲りて膾を吹く
あつりょく団体
あつりょく計
あつりょく鍋
あで姿
あとあしで砂を掛ける
あとが絶える
あとにも先にも
あとの祭り
あとの雁が先になる
あとは野となれ山となれ
あとへ引く
あとを弔う
あとを引く
あとを濁す
あとを絶たない
あとを絶つ
あとを追う
あながあったら入りたい
あなた任せ
あなの開くほど
あなを開ける
あに図らんや
あねさん女房
あねさん被り
あの世
あの手この手
あばたも靨
あばら家
あばら屋
あばら骨
あひるの水掻き
あひるの水搔き
あふれ出る
あぶく銭
あぶない橋を渡る
あぶらがみに火の付いたよう
あぶらが乗る
あぶらに水が混ざったよう
あぶらを売る
あぶらを注ぐ
あぶらを絞る
あぶり出し
あぶり出す
あぶれ者
あぶ蜂取らず
あほう払い
あほう鳥
あまい汁を吸う
あまた度
あまだれ落ち
あまりものに福あり
あま色
あみのめを潜る
あみめ版
あみを張る
あめが降ろうが槍が降ろうが
あめつゆを凌ぐ
あめと鞭
あめりか物語
あめ煮
あめ牛
あめ細工
あめ色
あめ降って地固まる
あやかり者
あやめも分かぬ
あや取り
あや取る
あや糸
あや織り
あらぎもを拉ぐ
あらしの前の静けさ
あらまし事
ありあけの月
ありあけ行灯
ありし世
ありし日
ありし昔
ありの一穴
ありの塔
ありんす言葉
あり塚
あるか無きか
あるか無し
ある事無い事
ある種の
あわせ羽織
あわびの片思い
あわゆき羹
あわを吹かせる
あわを食う
あわ立つ
あんあん裏
あんあん裡
あんこく大陸
あんこく時代
あんこく街
あんこく面
あんごう資産
あんしん立命
あんじょう人なく鞍下馬なし
あんずるより産むが易し
あんぜん保障条約
あんぜん保障理事会
あんぜん剃刀
あんぜん器
あんぜん地帯
あんぜん帽
あんぜん弁
あんぜん灯
あんぜん牌
あんぜん色
あんぜん装置
あんそく日
あんそく香
あんちゅう模索
あんちゅう飛躍
あんないに立つ
あんに相違する
あんに違わず
あんの如く
あんやに灯火
あんらく椅子
あんらく死
あんらく浄土
あん掛け
あん蜜
いあい抜き
いあって猛からず
いいがかりを付ける
いいきの鬼となる
いい人
いい仲
いい加減
いい子
いい子になる
いい年
いい気
いい気味だ
いい目が出る
いい目を見る
いい線を行く
いい諾々
いい諾諾
いい面の皮
いい顔
いい顔をしない
いうにや及ぶ
いうに事を欠いて
いうに及ばず
いうは易く行うは難し
いうも更なり
いう所の
いえじを辿る
いえのこ郎党
いえのこ郎等
いえを外にする
いえを空ける
いえん権
いおう泉
いおう華
いかい勲等
いかさま師
いかだ師
いかな事
いかもの食い
いかり心頭に発する
いかるがの宮
いかんそく植物
いかんの意を表する
いかん無く
いがみ合い
いがみ合う
いがん免官
いきうまの目を抜く
いきがけの駄賃
いきが切れる
いきが合う
いきが弾む
いきが掛かる
いきが絶える
いきが長い
いきの下
いきの根
いきの緒
いきょう徒
いきょくを尽くす
いきり立つ
いきを凝らす
いきを吞む
いきを吹き返す
いきを呑む
いきを引き取る
いきを抜く
いきを殺す
いき地
いき天を突く
いき投合
いき揚々
いき揚揚
いき消沈
いき組み
いき衝天
いき軒昂
いき込み
いき込む
いき銷沈
いき阻喪
いぎ深い
いくさの庭
いくじ休業
いくじ無し
いくばくも無い
いくら何でも
いける屍
いけん広告
いけ図々しい
いけ図図しい
いけ好かない
いこく情緒
いさいを放つ
いさい構わず
いさな取り
いさり火
いざ知らず
いざ鎌倉
いしきが高い
いしき的
いしつ物
いしに立つ矢
いしに齧りついても
いしの上にも三年
いしばしを叩いて渡る
いしゃの不養生
いしゃ料
いしゅく腎
いしゅ晴らし
いしゅ返し
いしょう合わせ
いしょう方
いしょう権
いしょう登録
いしょく住
いしょく足りて栄辱を知る
いしょく足りて礼節を知る
いじっ張り
いじめっ子
いじょう気象
いじを通す
いじ尽く
いじ張る
いじ悪
いじ汚い
いじ費
いすかの嘴
いすかの嘴の食い違い
いす取りゲーム
いずもの神
いずれも様
いせい愛
いその鮑の片思い
いそん症
いそ焼け
いそ辺
いそ釣り
いそ魚
いたい同心
いたい字
いたい所を突く
いたく販売
いたご一枚下は地獄
いたちの最後っ屁
いたちの道
いたつき蒲鉾
いたに付く
いたのま稼ぎ
いため紙
いため革
いたり深し
いたる所
いたん者
いたん視
いだてん走り
いちいん制
いちい専心
いちから十まで
いちか八か
いちぎに及ばず
いちぎ的
いちげん一行
いちげん化
いちげん居士
いちげん的
いちげん論
いちごん半句
いちご一会
いちご文
いちご末代
いちじが万事
いちじつの長
いちじつ千秋
いちじゅう一菜
いちじゅの陰一河の流れも他生の縁
いちじんの風
いちじ不再理
いちじ不再議
いちじ凌ぎ
いちじ払い
いちじ産品
いちじ産業
いちじ的
いちじ逃れ
いちじ金
いちぜんめし屋
いちだい記
いちだん活用
いちなん去ってまた一難
いちにちの長
いちにち一善
いちにち千秋
いちにち増しに
いちにち延ばし
いちにん前
いちにん当千
いちねん岩をも通す
いちねん忌
いちねん生
いちねん生植物
いちねん生草本
いちねん発起
いちねん草
いちばん乗り
いちばん星
いちばん槍
いちばん茶
いちばん鶏
いちば町
いちぶ一厘
いちぶ始終
いちまい刷り
いちまい岩
いちまい看板
いちまつ人形
いちまつ模様
いちみゃく相通じる
いちめん的
いちめん観
いちめ笠
いちもく散
いちもく瞭然
いちもく置く
いちもん商い
いちもん惜しみ
いちもん無し
いちも二もなく
いちや作り
いちや漬け
いちや造り
いちや酒
いちや飾り
いちゅうの人
いちょう返し
いちよう落ちて天下の秋を知る
いちらん表
いちりゅう万倍
いちりん挿し
いちり一害
いちり塚
いちろく勝負
いちろく銀行
いちを聞いて十を知る
いち付ける
いち早く
いっかい忌
いっかい生
いっかく獣
いっかを成す
いっかんの終わり
いっかん作業
いっかん性
いっか性
いっか言
いっきょうを喫する
いっきょ一動
いっきょ両得
いっき呵成
いっき当千
いっき打ち
いっけん家
いっけん書類
いっけん虚に吠えて万犬実を伝う
いっこう一揆
いっこく一城の主
いっこく千金
いっこ建て
いっさい合切
いっさい合財
いっさい経
いっさい衆生
いっさく夜
いっさく年
いっさく日
いっさく昨年
いっさく昨日
いっさく晩
いっさつ入れる
いっしも纏わず
いっしゅう年
いっしゅう忌
いっしゅう間
いっしゅく一飯
いっしゅん間
いっしょうに付する
いっしょう功成って万骨枯る
いっしょう懸命
いっしょ不住
いっしょ懸命
いっしを報いる
いっしん上
いっしん不乱
いっしん同体
いっし乱れず
いっし相伝
いっすいの夢
いっすんの光陰軽んずべからず
いっすんの虫にも五分の魂
いっすん先は闇
いっすん刻み
いっすん法師
いっすん逃れ
いっせいを風靡する
いっせい一元
いっせきを投じる
いっせき二鳥
いっせき設ける
いっせんを画する
いっせんを越える
いっせ一代
いっそく飛び
いったい全体
いったい感
いっちゅうを輸す
いっちょう一夕
いっちょう前
いってん万乗
いっとうちを抜く
いっとう両断
いっとう兵
いっとう国
いっとう地
いっとう彫
いっとう星
いっとう親
いっとき逃れ
いっとく一失
いっぱい一杯
いっぱい地に塗れる
いっぱい機嫌
いっぱい食わす
いっぱつ勝負
いっぱつ回答
いっぱんを見て全豹を卜す
いっぱん化
いっぱん性
いっぱん的
いっぱん職
いっぱん論
いっぴき狼
いっぴつ啓上
いっぴつ箋
いっぴん料理
いっぷくの清涼剤
いっぷく盛る
いっぷ一婦
いっぷ多妻
いっぽう的
いっぽう通行
いっぽも引かぬ
いっぽん勝ち
いっぽん勝負
いっぽん槍
いっぽん気
いっぽん立ち
いっぽん締め
いっぽん調子
いっぽん釣り
いつつ紋
いつの間に
いつやの覧
いつ何時
いでん子
いでん子工学
いでん子組み換え
いで湯
いで立ち
いとこ煮
いとし子
いとま乞い
いとを垂れる
いとを引く
いと的
いどう性高気圧
いど側
いど替え
いど端
いど端会議
いど車
いなか回り
いなか汁粉
いなか者
いなか訛り
いなか間
いなずま形
いにしえ振り
いにん状
いにん統治
いに介さない
いに介しない
いに染まぬ
いに満たない
いに適う
いぬが西向きゃ尾は東
いぬと猿
いぬも歩けば棒に当たる
いぬも食わぬ
いのしし武者
いのちあっての物種
いのちから二番目
いのちが縮まる
いのちに懸けても
いのちの洗濯
いのちの綱
いのちを削る
いのちを縮める
いのちを落とす
いの一番
いの中の蛙
いばらの道
いひょうに出る
いひょうを突く
いびり出す
いびり出せる
いふう堂々
いふう堂堂
いぶし銀
いぶり出す
いぼたの木
いぼた蝋
いぼた蝋虫
いぼた蠟
いぼた蠟虫
いぼ痔
いまか今かと
いまが今
いまし方
いまだ曽て
いまに始めぬ
いまの今まで
いまは斯う
いまは昔
いまや遅しと
いまよう歌
いまを時めく
いま一つ
いま以て
いま泣いた烏がもう笑う
いみょうを取る
いみ付ける
いみ合い
いみ深
いみ深長
いむ室
いもうと分
いもち病
いもづる式
いもの師
いもの煮えたもご存じない
いもを洗うよう
いやが上に
いやが応でも
いやく部外品
いやく金
いやでも応でも
いやも応もない
いや地
いや増さる
いや増す
いよく的
いりあいの鐘
いりかわり立ち替わり
いりまめに花が咲く
いりもや造り
いりゅう分
いりゅう品
いり卵
いり干し
いり揉む
いり豆腐
いるさの月
いれかわり立ち替わり
いろごと師
いろの白いは七難隠す
いろは歌
いろは歌留多
いろを付ける
いろを失う
いろ取り取り
いわく付き
いわく因縁
いわく言い難し
いわしの頭も信心から
いわし雲
いわと神楽
いわと隠れ
いわ感
いを体する
いを唱える
いを寝
いを尽くす
いを強くする
いを決する
いを立てる
いを迎える
いんいん滅々
いんいん滅滅
いんかん証明
いんかん遠からず
いんか点
いんがい団
いんがを含める
いんが律
いんが応報
いんが紙
いんが関係
いんきょく管
いんきょく線
いんぎんを通じる
いんぎん無礼
いんげん豆
いんこうを扼する
いんしょう主義
いんしょう付ける
いんしょう批評
いんしょう派
いんしょう的
いんしょく店
いんしょく物
いんじゃ文学
いんじゅを帯びる
いんじゅを解く
いんじ機
いんすう分解
いんせい反応
いんせい時代
いんとく有れば必ず陽報有り
いんどうを渡す
いんない感染
いんにん自重
いんに籠もる
いんに陽に
いんねんを付ける
いんねん尽く
いんやくの内
いんよう五行説
いんりょう水
いんを踏む
うい転変
うえから目線
うえには上がある
うえを下へ
うおごころあれば水心あり
うかがい知る
うかぶ瀬
うか登仙
うがち過ぎ
うきあし立つ
うきくさ稼業
うきみを窶す
うきよ絵
うきよ草子
うきよ離れ
うぐいす嬢
うぐいす張り
うぐいす色
うぐいす豆
うぐいす餅
うぐいす鳴かせたこともある
うけおい師
うけおい業
うけに入る
うけらが花
うごうの衆
うごきが取れない
うごの竹の子
うさぎ跳び
うさん臭い
うしお汁
うしお煮
うしかい童
うしにひかれて善光寺参り
うしの日
うしの歩み
うしの涎
うしは牛連れ
うしろがみを引かれる
うしろゆびを指す
うしろを見せる
うしを馬に乗り換える
うじこ中
うじより育ち
うじ虫
うすがみを剝ぐよう
うすがみを剥ぐよう
うずみ火
うずら豆
うず高い
うせ物
うそから出た実
うその皮
うそも方便
うそ八百
うそ字
うそ寒い
うそ寒げ
うそ寒さ
うそ発見器
うたい文句
うたかい始め
うたぐり深い
うたた寝
うたと読み
うだつが上がらぬ
うちあげ花火
うちかぶとを見透かす
うちなあ口
うちまた膏薬
うちゅう中継
うちゅう人
うちゅう塵
うちゅう線
うちゅう船
うちゅう通信
うちゅう開発
うちゅう飛行士
うちわ太鼓
うちわ揉め
うつつを抜かす
うつぼ葛
うつぼ蔓
うつ病
うてん順延
うでが上がる
うでが立つ
うでが鳴る
うでに縒りをかける
うでに覚えがある
うでを上げる
うでを拱く
うでを振るう
うでを磨く
うでを組む
うとく人
うどの大木
うどん粉
うない少女
うなぎの寝床
うなぎ登り
うな丼
うな重
うのはな腐し
うの毛
うの目鷹の目
うの真似をする烏水に溺れる
うば捨て山
うば桜
うぶごえを上げる
うぶすな神
うべかりし利益
うまい汁を吸う
うまおい虫
うまが合う
うまには乗ってみよ人には添うてみよ
うまの耳に念仏
うまの背を分ける
うまの脚
うまの足
うまの骨
うまみ調味料
うまや肥
うまや路
うまを牛に乗り換える
うま味
うま味調味料
うま煮
うみの子
うみの家
うみの幸
うみの日
うみの物とも山の物ともつかぬ
うみの苦しみ
うみの藻屑となる
うみの親
うみの親より育ての親
うむを言わせず
うむ相通ずる
うめき声
うめき細工
うめぼし婆
うもれぎに花が咲く
うゆうに帰す
うらみを買う
うらみを飲む
うらみ骨髄に徹する
うらめと出る
うらめに出る
うらやすの国
うら寂しい
うら寂しげ
うら寂しさ
うら恥ずかしい
うら恥ずかしげ
うら恥ずかしさ
うら悲しい
うら悲しげ
うら悲しさ
うら木
うら枯れ
うら枯れる
うら若い
うりことばに買い言葉
うりざね顔
うりて市場
うりの蔓に茄子はならぬ
うり二つ
うり坊
うるう年
うるう月
うるう秒
うるさ型
うる米
うれしい悲鳴を上げる
うれし泣き
うれし涙
うろこ雲
うろを凌ぐ
うろ抜き
うろ抜く
うろ覚え
うわさをすれば影がさす
うわて投げ
うわめ遣い
うんえん過眼
うんさん霧消
うんじょう人
うんちくを傾ける
うんてん士
うんてん手
うんてん資金
うんでいの差
うんどう会
うんどう員
うんどう場
うんどう着
うんどう神経
うんどう費
うんの尽き
うんめい共同体
うんめい論
うんゆ省
うんを天に任せる
う飼い
えいきゅう歯
えいぎょう日
えいせい中立
えいせい中継
えいせい国
えいせい放送
えいせい的
えいせい船
えいせい通信
えいせい都市
えいぞう物
えいたい供養
えいよう不良
えいよう価
えいよう士
えいよう失調
えいよう教諭
えいよう素
えいよう食
えいよ礼
えいりん署
えいり法人
えいり誘拐
えいわ辞典
えきじょう化現象
えきたい酸素
えきでん競走
えきむ賠償
えこ地
えこ贔屓
えご海苔
えさ場
えせ者
えたり賢し
えっきょう入学
えつに入る
えつねん生草本
えつぼに入る
えてに帆を揚げる
えて勝手
えどの敵を長崎で討つ
えに描いた餅
えのき茸
えの油
えの無い所に柄をすげる
えば羽織
えびす講
えびす顔
えびで鯛を釣る
えび固め
えび茶
えび責め
えび錠
えほう参り
えほう巻き
えまき物
えもんを繕う
えもん掛け
えもん竹
えもん竿
えも言はず
えも言われぬ
えりを正す
えり分け
えり分ける
えり好み
えり抜き
えり抜く
えんえき法
えんおうの仲
えんおうの契り
えんかい州
えんかい魚
えんかく制御
えんか師
えんか物
えんか調
えんきり寺
えんきん感
えんきん法
えんぎ棚
えんぎ物
えんぎ直し
えんご射撃
えんざんに付す
えんしゅう林
えんしゅう率
えんしん分離機
えんしん力
えんし眼
えんじゃくいずくんぞ鴻鵠の志を知らんや
えんせい的
えんせい観
えんたい利子
えんたく会議
えんちょう戦
えんちょう線上
えんちょく線
えんねん舞
えんのしたの力持ち
えんは味なもの
えんは異なもの
えんばん投げ
えんぴを伸ばす
えんぶ曲
えんまん具足
えんよう漁業
えんりょ会釈もなく
えんりょ深い
えん無き衆生は度し難し
おあいにく様
おいえ様
おいえ流
おいえ芸
おいえ騒動
おいきに花
おいの一徹
おいの僻耳
おいの坂
おいの繰り言
おいわけ節
おうか主義
おうきゅう手当
おうごん分割
おうごん律
おうごん時代
おうしょく人種
おうじょう際
おうせい復古
おうせつに暇なし
おうせつ間
おうせん小切手
おうた所
おうだん幕
おうだん歩道
おうちょう時代
おうちょう物
おうとを催す
おうどう鉱
おうほう刑主義
おうむ返し
おうめん鏡
おうよう問題
おうよう科学
おうらい物
おおいり袋
おおかみ少年
おおがた連休
おおきなお世話
おおきな顔
おおつえ節
おおて筋
おおて門
おおでを広げる
おおでを振る
おおとの祭
おおとの籠もる
おおなたを振るう
おおばん焼き
おおぶねに乗ったよう
おおぶろしきを広げる
おおみえを切る
おおみや人
おおめだまを食う
おおめに見る
おおもの食い
おおやけ事
おおやけ沙汰
おかげ様
おかに上がった河童
おかぶを奪う
おかまを掘る
おか湯
おか焼き
おか目八目
おか釣り
おき火
おくが深い
おくじょう屋を架す
おくに入り
おくに言葉
おくに訛り
おくばに物が挟まったよう
おくびにも出さない
おくびょう風に吹かれる
おくら入り
おくれを取る
おぐし上げ
おぐら汁粉
おぐら餡
おごり高ぶる
おさき真っ暗
おさき走り
おさとが知れる
おさまりが付く
おさまりが悪い
おざが醒める
おざ付き
おしあい圧し合い
おしえの庭
おしくら饅頭
おしろい下
おしろい焼け
おしろい花
おしわり麦
おじぎ草
おじけを振るう
おじけ付く
おすそ分け
おすな押すな
おすに押されぬ
おせち料理
おそうそう様
おそまつ様
おぞけ立つ
おたな者
おたふく豆
おたふく風邪
おだてに乗る
おちば色
おちぼ拾い
おちゃの子
おちゃの子さいさい
おちゃを挽く
おちゃを濁す
おちゃ会
おちゃ請け
おちょう雌蝶
おちょぼ口
おって書き
おっ放り出す
おっ母
おっ被せる
おつかい姫
おつとめ品
おつぼ口
おつりが来る
おてんき屋
おとうと分
おとうと弟子
おとがいが落ちる
おとぎ草子
おとぎ草紙
おとぎ話
おとこごころと秋の空
おとに聞く
おとり捜査
おなが鳥
おなじ穴の狐
おなじ穴の狢
おなじ釜の飯を食う
おなみだ頂戴
おなんど役
おなんど色
おにが出るか蛇が出るか
おにに金棒
おにの居ぬ間の洗濯
おにの念仏
おにの目にも涙
おにの霍乱
おにの首を取ったよう
おには外福は内
おにも十八番茶も出花
おにを欺く
おのが田へ水を引く
おのれを虚しゅうする
おはうち枯らす
おはぐろ蜻蛉
おはちが回る
おはらい箱
おは文字
おばけ屋敷
おば捨て山
おひい様
おひげの塵を払う
おひな様
おひゃくどを踏む
おひゃくど参り
おひれを付ける
おびき出す
おびき出せる
おびき寄せる
おびに短し襷に長し
おふれ書き
おぼれる者は藁をも掴む
おぼれる者は藁をも摑む
おぼろ夜
おぼろ昆布
おぼろ月
おぼろ月夜
おぼろ豆腐
おまつり気分
おまつり騒ぎ
おみき徳利
おめし替え
おめし物
おめし縮緬
おめず臆せず
おめに掛かる
おめに掛ける
おめに留まる
おめに適う
おめみえ以上
おめみえ以下
おめみえ泥棒
おもいたつ日が吉日
おもいに沈む
おもいの丈
おもいも寄らない
おもいを寄せる
おもいを掛ける
おもいを晴らす
おもいを致す
おもいを馳せる
おもい半ばに過ぎる
おもうこと言わぬは腹膨る
おもうに任せない
おもう壺
おもう念力岩をも通す
おもきを置く
おもても振らず
おもてを犯す
おもにを下ろす
おもわく師
おもわく買い
おもわく違い
おやかた日の丸
おやこは一世
おやこ丼
おやしらず歯
おやの光は七光
おやの因果が子に報いる
おやの心子知らず
おやの臑齧り
おやはなくとも子は育つ
おやぶん肌
おやまの大将
およびが掛かる
おらが春
おりがみ付き
おりに触れて
おりめ正しい
おりも折
おれい参り
おれい奉公
おれくぎ流
おろ抜き
おろ抜く
おを引く
おんきょう効果
おんぎょく噺
おんしつ効果ガス
おんしつ育ち
おんしゅう会
おんすい浴
おんせい言語
おんせつ文字
おんせん卵
おんせん玉子
おんだん前線
おんと朗々
おんと朗朗
おんどを取る
おんど取り
おんど差
おんど計
おんなごころと秋の空
おんなは三界に家なし
おんな三界に家なし
おんに着せる
おんに着る
おんば日傘
おんびん形
おんぶに抱っこ
おんよう師
おんよう道
おんを仇で返す
おんを売る
お一方
お七夜
お三方
お三時
お上
お上さん
お上りさん
お上手
お下
お下がり
お下げ
お下地
お世話様
お世辞
お主
お二方
お互い様
お互様
お交じり
お人よし
お仕着せ
お仕置き
お付き
お代
お代り
お代わり
お任せ
お使い
お使い姫
お供
お供え
お偉方
お兄さん
お先
お先棒
お先真っ暗
お先走り
お冠
お冷や
お出かけ
お出まし
お初
お前
お勝手
お勤め
お化け
お化け屋敷
お参り
お取り寄せ
お取寄せ
お古
お召し
お召し替え
お召し物
お召し縮緬
お告げ
お呼ばれ
お呼び
お呼びが掛かる
お呼びでない
お呼び立て
お呼立て
お国
お国ぶり
お国入り
お国言葉
お国訛り
お土産
お坊さん
お坊ちゃん
お坐り
お墨付き
お声掛かり
お声掛り
お大尽
お天気
お天気屋
お天道様
お太鼓
お好み焼
お好み焼き
お姉さん
お嬢さん
お嬢ちゃん
お嬢様
お子様
お宅
お守
お守り
お安い
お安くない
お定まり
お宝
お宮
お家
お家様
お家流
お家芸
お家騒動
お寒い
お尋ね者
お山
お山の大将
お巡りさん
お布施
お帰り
お帰りなさい
お平
お平らに
お年玉
お座
お座が醒める
お座なり
お座り
お座付き
お座敷
お引きずり
お引摺り
お弾き
お役御免
お役所仕事
お待ち遠様
お待遠様
お得意
お忍び
お情け
お愛想
お慰み
お成り
お所
お手々
お手の物
お手上げ
お手付
お手付き
お手伝い
お手元
お手前
お手手
お手柔らか
お手洗
お手洗い
お手玉
お手盛り
お払い
お払い箱
お披露目
お抱え
お拾い
お持たせ
お持ち帰り
お持帰り
お握り
お方
お旅所
お日様
お早う
お昼
お札
お株
お株を奪う
お構い
お歌
お歌所
お歯黒
お歯黒蜻蛉
お歴々
お歴歴
お母さん
お気に入り
お気の毒
お水取
お水取り
お決まり
お決り
お流れ
お涙
お涙頂戴
お清め
お湯割り
お湿り
お漏らし
お澄まし
お焦げ
お焼
お焼き
お父さん
お玉杓子
お産
お疲れ様
お百度
お百度を踏む
お百度参り
お盆
お目
お目に掛かる
お目に掛ける
お目に留まる
お目に適う
お目もじ
お目出度
お目出度い
お目出度さ
お目当
お目当て
お目玉
お目見え
お目見え以上
お目見え以下
お目見え泥棒
お目通し
お眼鏡
お礼
お礼参り
お礼奉公
お祖師様
お神楽
お神酒
お神酒徳利
お祭
お祭り
お祭り気分
お祭り騒ぎ
お祭気分
お祭騒ぎ
お福分け
お移り
お稚児
お稲荷さん
お立ち
お立ち台
お笑い
お笑いぐさ
お筆先
お節
お節料理
お籠もり
お籠り
お粗末
お粗末様
お納戸
お納戸役
お納戸色
お結び
お絞り
お絵描き
お練り
お義理
お義理にも
お耳に入れる
お腰
お膝元
お膳立て
お花
お花畑
お芽出度
お芽出度い
お芽出度さ
お茶
お茶の子
お茶の子さいさい
お茶を挽く
お茶を濁す
お茶会
お茶目
お茶請け
お荷物
お葉漬
お葉漬け
お蔵
お蔵入り
お薄
お蚕ぐるみ
お見え
お見それ
お見合い
お見通し
お触れ
お触れ書き
お調子者
お越し
お跳ね
お辞儀
お辞儀草
お迎え
お返し
お通し
お通夜
お運び
お遍路
お達し
お遣い物
お邪魔
お部屋様
お酌
お里
お里が知れる
お重
お金
お針
お釣り
お釣りが来る
お鉢
お鉢が回る
お鍋
お鏡
お門違い
お開き
お陰
お陰様
お隠れ
お零れ
お霊屋
お預け
お題目
お願い
お飾
お飾り
お馴染
お骨
お高い
お高くとまる
お猪口
かいいぬに手を噛まれる
かいいぬに手を嚙まれる
かいがら虫
かいがら追放
かいがら骨
かいがん線
かいきゅう意識
かいきゅう闘争
かいき線
かいぎょう医
かいぎ論
かいけいの恥
かいけい士
かいけい年度
かいけい検査院
かいげん令
かいげん供養
かいこう一番
かいこう場
かいこ録
かいご保険
かいご福祉士
かいさん物
かいしゃく学
かいしゃ更生法
かいしょう無し
かいしょう補
かいしんの笑み
かいし長
かいじょう保安庁
かいじょう保険
かいじょう火山
かいじょう自衛隊
かいじょ犬
かいじんに帰す
かいすい浴
かいすい着
かいすう券
かいせき料理
かいせき膳
かいせん曲
かいぞう力
かいぞく版
かいたく使
かいちゅう時計
かいちゅう汁粉
かいちゅう物
かいちゅう電灯
かいてい火山
かいてん休業
かいてん儀
かいてん焼き
かいてん窓
かいてん競技
かいてん資金
かいてん軸
かいてん鮨
かいて市場
かいとう乱麻を断つ
かいどう下り
かいなん審判
かいはつ途上国
かいぶん歌
かいへい器
かいへい機
かいへい隊
かいほう性結核
かいほう的
かいま見
かいま見る
かいめん動物
かいめん活性剤
かいよう性気候
かいより始めよ
かいらい師
かいらんを既倒に反す
かいらん板
かいりょう種
かいわれ菜
かいわ文
かい出す
かい出せる
かい巻き
かい性
かい性無し
かい掘り
かい繕う
かい繰る
かい込む
かえす言葉もない
かえらぬ旅
かえるの子は蛙
かえるの面に水
かえる泳ぎ
かえん太鼓
かえん瓶
かおから火が出る
かおが利く
かおが合わせられない
かおが売れる
かおが広い
かおに出る
かおに書いてある
かおに泥を塗る
かおに紅葉を散らす
かおみせ狂言
かおを出す
かおを売る
かおを潰す
かおを繋ぐ
かおを繫ぐ
かおを貸す
かかあ天下
かか大笑
かがく兵器
かがく反応
かがく合成
かがく変化
かがく工業
かがく式
かがく戦
かがく技術庁
かがく物質
かがく療法
かがく的
かがく繊維
かがく者
かがく肥料
かがく記号
かがく調味料
かがり火
かきいれ時
かきとめ郵便
かきね越し
かきの衣
かきを作る
かき乱す
かき出す
かき出せる
かき分ける
かき切る
かき合せる
かき合わせる
かき回す
かき学校
かき寄せる
かき抱く
かき抱ける
かき揚げ
かき揚げる
かき曇る
かき氷
かき消える
かき消す
かき混ぜる
かき立てる
かき込む
かき集め
かき集める
かき餅
かき鳴す
かき鳴らす
かぎの手
かぎゃく反応
かぎゃく性
かぎゅう殻
かぎゅう角上の争い
かぎ括弧
かぎ縄
かぎ裂き
かぎ針
かぎ鼻
かくいつ的
かくしき張る
かくしつ層
かくしゅ学校
かくしん犯
