㑶恨
一人有慶兆民賴之
一人永占
一人治之十人食之
一人當千
一人當百
一人知儉一家富
一人稱
一人荷戟萬夫趦趄
一介
一介不取
一介之善
一介之士
一介之才
一介書生
一介行李
一介野生
一付
一仞
一代
一代五時佛法
一代做官一代大椿
一代宗臣
一代敎
一代文豪
一代楷模
一代盛美
一代英雄
一代記
一代談宗
一以貫之
一件
一件書類
一件記錄
一任
一份
一份子
一伎
一伏
一伏三仰
一伏時
一休宗純
一休沐
一伙兒
一似
一位
一位一切位
一位元長
一位數
一佛
一佛世界
一佛乘
一佛出世
一佛出世二佛涅槃
一佛土
一佛敎
一佛淨土
一來
一來一往
一來二來
一來二去
一例
一例相待
一例看待
一例證
一依舊準
一侯
一促一成
一俗
一信
一俯一仰
一倂
一個
一個半個
一個巴掌拍不響
一倍
一候
一倡
一倡三歎
一倡百和
一偃一仰
一假一切假
一偈
一偏
一偏之見
一偏之論
一停
一偸生鬼
一傅衆咻
一傮
一傳
一僕
一僨一起
一價
一價元素
一儀
一億
一儲
一元
一元大武
一元方程式
一元木公
一元論
一兆
一先
一光
一光三尊
一克
一兒
一入
一入再入
一全
一兩
一兩日
一八
一六
一六勝負
一共
一共一否
一兵
一具
一冊
一再
一再行
一冠三載
一冬
一冲性子
一凍
一出
一出一入
一出而不可反者言也
一函
一刀
一刀三禮
一刀兩斷
一刀割不斷
一刀流
一刀紙
一刃
一分
一分兒
一分判決
一分銀
一分鐘
一切
一切之壽
一切所有
一切智
一切智句
一切智地
一切智心
一切智智
一切智者
一切智舟
一切有情
一切法
一切種智
一切種識
一切經
一切經音義
一切苦厄
一切萬物
一切衆生
一切諸佛
一列
一列一隊
一初
一判一合
一別
一別三春
一別如雨
一別無消息
一別鈞顏
一利一害
一利咥
一刹
一刹那
一刺
一刻
一刻千金
一刻半晌
一刻者
一則
一則仲父二則仲父
一剗兒
一副
一副一正
一割
一割之刃
一割之利
一剳
一剳兒
一劍
一劍之任
一劑
一力
一功
一助
一劫
一動
一動一靜
一動不如一靜
一勘
一勝一敗
一勝一負
一勞
一勞永逸
一勺
一包
一包在內
一匊
一匕
一化
一化五味之敎
一匙
一匝
一匡
一匣
一匱
一匹
一區
一十
一十百千萬
一千
一千二百功德
一千八百
一千度祓
一升
一半
一半兒
一半點兒
一卒
一南一北
一博
一卣
一卦不問二事
一卯
一印
一危
一卷
一卷石
一卽一二卽二
一卽一切
一卽三
一卽六
一卽十
一卿
一厓
一原
一去
一去一來
一去兒
一叢
一叢花
一口
一口三舌
一口兩匙
一口吸盡西江水
一口咬定
一口子
一口氣
一口物
一口鐘
一句
一句投火
一句砂糖一句狗屎
一句話
一句道盡無剩語
一只
一叫
一可
一台
一史
一司
一吁
一合
一合一離
一合塢
一合子來一合子去
一合相
一吊錢
一同
一名
一名代
一后
一吏
一吐
一向
一向一背
一向宗
一向專念
一向眠
一君
一君二民
一君萬民
一吷
一吸
一吹
一吾
一呈
一周
一周年
一周忌
一周遭
一周關
一味
一味同心
一味地砍將來
一味油嘴
一味瀉甁
一味的
一味禪
一味藥
一味里
一味雨
一呷
一呼
一呼再諾
一呼吸
一呼百諾
一命
一命之榮
一命之爵
一命以上
一命而僂
一和
一咒十年旺越咒越結實
一咸
一哀
一品
一品傘
一品妃
一品宰相
一品白衫
一品紅
一品經
一品膏
一品集
一員
一哢
一哨人馬
一哭
一唱
一唱三歎
一唾
一商一夏
一問
一問一答
一問一答狀
一問三不知
一善
一喘
一喙
一喜
一喜一怒
一喜一悲
一喜一憂
一喜一懼
一喝
一單甲
一嗓子
一嗣
一嗹
一嘔
一嘟嚕
一嘴
一嘴莫生二舌頭
一噌
一噣
一噬
一噱
一噲
一嚬一笑
一嚴
一囑
一回
一回一迷
一回忌
一困
一囷
一圈
一國
一國三公
一國之善士
一國之秀
一國之迷
一國以一人興以一人亡
一國兩君其誰堪之
一國社會主義
一國者
一國聰
一國若狂
一圍
一園
一圓
一團
一團和氣
一團嬌
一團茅草亂蓬蓬
一圭
一地
一圻
一坐
一垂花門
一垓
一垜
一基
一堂
一堂受授
一堆
一堆人
一堆生
一堞
一報
一場
一場官司
一場春夢
一場禍
一場雨
一場面
一堵
一塊
一塊兒
一塊土
一塊堆
一塊的
一塊肉
一塌糊塗
一塗
一塢
一塵
一塵不到處
一塵不染
一塵法界
一境
一墅
一增
一增一減
一墠
一墢
一墣
一墨
一壁
一壁廂
一壑
一壟
一士
一士諤諤
一壯
一壺
一壺千金
一壺外
一壺天
一壺漿
一壺生
一夏
一夔已足
一夕
一夕話
一多廬
一夜
一夜三燭
一夜十起
一夜夫妻
一夜征人盡望鄕
一夜撿挍
一夜的
一夜起雷三日雨
一夜酒
一夢
一夥
一大
一大事
一大事因緣
一大些
一大劫
一大把
一大片水
一大石渠
一大臣
一天
一天一箇現在
一天下
一天主
一天四海
一天家
一天萬乘
一太陽
一夫
一夫一婦
一夫不耕或受之饑
一夫之勇
一夫之用
一夫作難而七廟墮
一夫出死
一夫多妻
一夫夜呼
一夫得情千室鳴絃
一夫當關萬夫莫開
一失
一夾道
一奇
一奏
一契
一契機
一套
一套書
一套話
一奚童
一奩
一女
一女不嫁二夫
一女不織民有寒者
一好
一如
一如居士
一如觀音
一如頓證
一妃
一妻一妾
一妻多夫
一姓
一娶九女
一子
一子兒
一子兩不絕
一子分法
一子成道九族生天
一子相傳
一子雙祧
一孔
一孔不達
一孔之儒
一字
一字一板
一字一珠
一字一石
一字一義
一字三禮
一字不說
一字千金
一字害一句
一字寶
一字巾
一字師
一字弄蝶
一字徑丈
一字徑尺
一字數義
一字新
一字書
一字會
一字桌
一字步
一字王
一字王佛
一字疊用
一字百練
一字百金
一字石經
一字禪
一字缺
一字萬同
一字蝶
一字行
一字襃貶
一字誤
一字關
一字香
一存
一存一亡
一季
一宅
一宅分兩院
一宅而寓於不得已則幾矣
一宇
一守
一安
一宕開
一宗
一官
一官一集
一官半職
一定
一定不易
一定之規
一定之論
一客
一客不煩二主
一室
一宮
一宮善
一宵
一家
一家一戶
一家中
一家之作
一家之文
一家之賜
一家之辭
一家之迷
一家仁一國興仁
一家兒
一家哭
一家團圝
一家學
一家富貴千家怨
一家春
一家書
一家有事百家忙
一家桐木
一家煖飽千家怨
一家眷屬
一家花
一家言
一家超擧
一宿
一宿之行
一宿覺
一宿鳥
一寒
一寒一暑
一察
一實
一實乘
一實境界
一實觀
一寧
一審
一寫
一寫當十讀
一寶
一寸
一寸丹心
一寸之地
一寸之眼
一寸光陰不可輕
一寸八寸
一寸同心縷
一寸心
一寸暉
一寸樓臺
一寸法師
一寸英心
一寸赤心
一寺
一封
一封信
一封書
一封橐駝
一封軺傳
一封駞
一射之地
一將
一將功成萬骨枯
一尉
一尊
一尋
一對
一小劫
一小時
一少快
一就
一尺
一尺三寸
一尺之棰日取其半萬世不竭
一尺之筆
一尺之面
一尺奏
一尺布尙可縫
一尺版
一尺的孩子三尺布
一局
一局棊
一局部
一屆
一屛
一層
一層院
一屨
一屬
一屯
一山
一山一寧
一山叟
一山文集
一山派
一岳
一峯
一峯先生
一峯山人
一峯草堂
一峯集
一嶽
一川
一州
一工
一左
一左一右
一差
一差二錯
一差兩誤
一差半錯
一己
一巵
一巵酒
一巾
一市
一市之患
一市人
一市通脈
一布被二十年
一帆
一帆風
一帆風順
一帖
一帙
一帟
一席
一席地
一帶
一帶群房
一帷
一帽
一幅
一幇船
一幕
一幢
一干
一干一方
一干人犯
一干原被人證
一平
一年
一年一度
一年三百六十日
一年三秀
一年三遷
一年之計在元日
一年之計在春
一年之計莫如樹穀
一年之資
一年到
一年到頭
一年將盡夜
一年小二年大
一年景
一年有一年功夫
一年根
一年比一年
一年生
一年生根
一年生植物
一年祭
一年草
一年虛渡秋
一幸
一幹
一床
一床書
一床褥子
一床錦被蓋過
一府
一度
一度鳴驚人
一座
一庭
一庵
一康
一庸夫
一庾
一廛
一廟
一廻
一弄
一弄兒
一弊
一式
一弓
一弛一張
一弦
一張
一張一弛
一張眠床上困的
一張羅
一張鐵口
一彈指
一彊
一彎倒一彎
一彎殘月
一形
一役
一彼一此
一往
一往一來
一往一反
一往幽折
一往深情
一往直前
一往談
一征
一律
一律現洋
一後生
一徐一疾
一徑
一得
一得一失
一得之愚
一得叟
一得錄
一從
一微塵
一德
一德一心
一德格天
一徹
一徹者
一徹萬融
一心
一心一德
一心一意的
一心一計
一心三觀
一心不亂
一心二門
一心可以事百君
一心合掌
一心同歸
一心同體
一心在上
一心專念
一心念佛
一心敬禮
一心正念
一心歸命
一心歸路
一心法界
一心無掛碍
一心稱名
一志
一忘
一快壻
一念
一念三千
一念不生
一念信解
一念十念
一念喜愛心
一念萬年
一念通天
一念隨喜
一忽
一忽不忽
一怒
一思案
一性
一恍兒
一息
一息尙存此志不容少懈
一息工夫
一悟
一患
一悲一喜
一惑
一惡
一想情願
一意
一意奉上
一意孤行
一意專心
一意摶心
一意攻苦
一意直到
一愒
一愚
一慚之不忍而終身慚
一慮
一憑陰騭二文章
一應
一應倶全
一應眞犯
一戈
一戎
一戎大定樂
一戎衣
一成
一成一切成
一成一旅
一成不變
一截子
一戰
一戰而擒
一戶
一房
一房兒女
一所
一所懸命
一所房子
一扇
一扇磨
一扇門
一手
一手一足
一手兒活
一手包辧
一手托天
一手揃
一手獨拍雖疾無聲
一手販賣
一手遮天
一打
一扣
一批
一技
一把
一把兒死拏
一把兒頭
一把子
一把子雜種
一把連
一抔
一抔土
一投足
一折
一折一調
一折一韻
一抛
一抹
一拂
一拂居士
一拂樓
一拂鳥
一拃
一拈
一拜
一括
一拳
一拳五指
一拳宮
一拶
一挃
一指
一指一馬
一指之大幾如股
一指禪
一捧雪
一捷
一捻紅
一捻金
一掃
一掃而空
一掊
一掌
一掌金
一掌風
一排子
一掛椽子
一掛錢
一掛鐘
一掣
一措一畫
一掬
一掬土
一掬淚
一揆
一提一答
一揚二益
一握
一握爲笑
一揮而就
一揮而成
一搖鈴鐺就成
一搦
一搧
一搩手
一搪
一搭
一搭信紙
一搭泉
一搭裏
一搭開載
一摏
一摘
一撅兩截
一撇
一撓
一撥
一撥土
一撮
一撮土
一撲納心兒
一擁
一擊
一擔
一擡
一擡夯兒
一擡頭
一擡食盒
一擣
一擧
一擧一動
一擧三得
一擧二得
一擧兩全
一擧兩失
一擧兩得
一擧兩獲
一擧千里
一擧手一投足
一擧登科日雙親未老時
一擧自喜
一擧萬里
一擧雙擒
一擧首登龍虎榜十年身到鳳凰池
一擫紅
一擲
一擲千金
一擲百萬
一擲賭乾坤
一攔詞
一攢
一攫千金
一支
一支兵
一敍
一敗
一敗塗地
一散
一敵國
一數
一文
一文一武
一文不値
一文不値半文
一文不通
一文半字
一文字
一文愿
一文錢
一文錢不鳴
一文錢憋倒英雄漢
一斑
一斑評全豹
一斗
一斗泉
一斗粟尙可舂
一斛
一斛凉州
一斛珠
一斜坡
一斤
一斤染
一斥
一新
一新紀元
一斷
一斷一切斷
一方
一方一干
一方主
一方之任
一方之藝
一方水土養一方人
一方行爲
一施
一旅
一族
一旒
一日
一日一周
一日一夜
一日三三日九
一日三時
一日三秋
一日不作一日不食
一日不作百日不食
一日不力作一日食不足
一日不見鄙悋生
一日之利
一日之孤
一日之師
一日之恩
一日之憂
一日之樂
一日之歡
一日之長
一日之雅
一日九回
一日九遷
一日二日萬幾
一日佛
一日冬
一日十二時始於漢
一日千秋
一日千里
一日地
一日市
一日必葺
一日快活敵千年
一日暴之十日寒之
一日片時
一日祭
一日程
一日經
一日縱敵數世之患
一日脫膊三日齷齪
一日計在晨
一日還
一日雞二日狗
一日難再晨
一日黃塵三日雨
一日齋
一旦
一旦一夕
一旦之功
一旦之用
一旦有急
一旦有緩急
一旦豁然貫通
一早
一旬
一旬餓
一明
一明一昧
一明一暗
一明兩暗
一昏
一易
一易之地
一昔
一星
一星一點
一星半點
一星期
一星終
一春
一昨
一是
一是一非
一時
一時之傑
一時之務
一時之善
一時之權
一時之毀譽
一時之觀
一時之計
一時之說
一時之選
一時利
一時半時
一時名流
一時恩給
一時扶助料
一時拂
一時拂保險
一時拂貸附
一時星
一時榮
一時權變
一時賜金
一時選
一時金
一時閒
一時雄兒
一晌
一晌地
一晝一夜
一晝夜
一晦一明
一晷
一暮
一暴十寒
一曏
一曙
一曲
一曲之人
一曲之士
一更
一更三點
一書
一書價千金
一替一興
一會
一會兒
一會子
一會面
一月
一月三捷
一月三舟
一月三身
一月之師
一月九遷
一月普現一切水
一月見三白
一月饑
一有一無
一朋
一服
一服一錢
一望
一望千頃
一朝
一朝一夕
一朝之忿
一朝之患
一朝天子一朝臣
一朝天步艱邦君身先淪
一朝如雨
一朝富貴
一朝恥
一朝變泰
一朝辨
一期
一期一會
一期四相
一木
一木破天
一木腳道
一木難支
一本
一本一利
一本四折
一本御書所
一本戲
一本書
一本槍
一本萬利
一本調子
一札
一朶
一朶紅雲捧玉皇
一朶花
一朶雲
一材一藝
一村
一村而結好
一杓行腳道人
一束
一束金
一杯
一杯水
一杯淡酒又不長久
一杯酒
一松
一板一瘳
一板一眼
一板三眼
一枕
一枕游仙夢
一枕黃梁
一林
一枚
一枚棚
一枚目
一枚看板
一枝
一枝不動百枝不搖
一枝兒
一枝春
一枝梅
一枝梅贈人
一枝濃艷露凝香
一枝箭
一枝花
一枝菴
一枝軒
一枝鎗
一枰
一架
一柱
一柱擎天
一柱樓
一柱觀
一校之隊
一校隊
一株
一株苗
一株香雪小梨華
一根
一根寒毛也不拔
一格
一案
一桮
一桮羹
一桿
一梁拄一柱
一梅
一梅先生
一條
一條冰
一條城
一條道兒走到黑
一條鞭
一條龍
一梱
一棊
一棒
一棣
一棲兩雄
一棵
一棺之土
一椀
一椎
一椎便成
一椽
一椿
一業
一業所感
一極
一榜
一榭園
一榮一落
一榮一辱
一榻
一榻之外皆他人家
一榼
一槌破碎
一槩
一槪
一槪不賖
一樂
一樂編
一樂織
一樓
一樓一底
一標兵
一標貨
一樞
一模一樣
一模二樣
一模似樣
一樣
一樣無二
一樣的
一樵
一樹
一樹之果有酸有甜
一樹百穫
一樹蔭一河流
一樽
一橈靑翰
一橛
一機
一機軸
一橫
一橫橋
一橫畫
一檔子
一櫝
一櫥
一欄
一欐
一次
一次函數
一次方程式
一次錯了回回兒錯
一款
一正
一正一反法
一正壓百邪
一步
一步一喘
一步三搖
一步之功
一步之閒
一步倒不開
一步田地
一步登高就不認得老鄕親
一步運氣
一步高一步
一歲
一歲三百六十日
一歲三遷
一歲九遷
一歲所
一歸
一死
一死一生乃知交情
一死兒的
一段
一段活用
一段翠氣
一段落
一段頭
一殺多生
一毀
一毛
一毛不拔
一毛作
一毛端
一毛錢
一毫
一民
一氣
一氣兒
一氣呵成
一氣呵成法
一氣壓
一氣混茫
一氣渾成
一氣轉洪鈞
一氧化二氮
一氧化碳
一氧化鉛
一氯化汞
一水
一水四見
一水牽愁
一汀
一汁一菜
一江
一池
一決
一沐
一沐三握髮
一河
一治一亂
一泉
一泉塢
一泊
一泓
一法
一法印
一法句
一法界
一法界心
一法通萬法通
一泡江
一波
一波三折
一波動則萬波生
一波動萬頃隨
一波瀾
一波纔動萬波隨
一注
一注財
一泰
一洗
一洞
一洲
一派
一派俗氣
一派正氣
一流
一流人
一浮漚
一涯
一淌
一淵不兩蛟
一淸
一淸一寧
一淸一濁
一淸二楚
一源
一源七派
一源十流訟者紛如
一準
一準一繩
一溜
一溜烟
一溢
一溢米
一溪
一滴
一滴禪
一漑
一漑功
一漑堂
一漚
一漢
一漿十餠
一潭
一激
一激之怒炎於火
一瀉
一瀉千里
一瀑
一灣
一火
一灼
一灼之火
一災
一炊
一炊之夢
一炬
一炷
一炷香
一烟
一無礙道
一無賴子弟
一照
一熏一蕕
一燈
一燈燃
一營
一爐
一爐柴火三杯酒
一爨
一爾
一爿
一爿店
一片
一片丹心
一片入口沈痾痊
一片冰心
一片嘴兩片舌
一片孤雲
一片宮商
一片月
一片汪洋
一片淸溪抱遠莊
一片石
一牌
一牒
一牛吼地
一牛鳴地
一牢
一物
一物不知
一牽
一犂雨
一犬
一犬吠形百犬吠聲
一犬吠虛萬犬傳實
一狀
一狐
一狐之腋
一狐裘三十年
一猜便著
一獄
一獻
一獻之禮
一玉
一王
一王之儀
一王之法
一班
一班一級
一球洋絲線
一理
一理貫通萬事
一琴一鶴
一環
一瓜共食
一瓢
一瓢尙爲煩
一瓢飲
一瓣
一瓣香
一瓦之覆
一瓮
一瓻
一甌
一甕
一甕齋
一甘
一生
一生一代
一生一及
一生一死
一生不犯
一生二
一生人
一生喫着不盡
一生愧辱
一生懸命
一生成佛
一生果遂
一生歡
一生涯
一生苦樂依他人
一生面
一由旬
一甲
一甲子
一男
一男一女
一男兒耳
一男半女
一界
一畝
一畝之宮
一畝泉
一番
一番乘
一番手
一番槍
一番目
一番草
一番鑓
一番鳥
一畫
一畫開天
一異
一當十
一當百
一疊生
一疊疊的
一疏
一病兩痛
一痕
一瘸一點
一癖
一癡一醒
一癡道人
一登
一發
一發五豝
一發貫二雕
一發雙貫
一白
一白一黃
一白一黑
一百
一百一十城
一百二十行
一百五
一百五日
一百五紅
一百兩十行行行出狀元
一百八十
一百八句
一百八盤
一百八遍
一百六
一百幀
一百歲
一皂
一皆
一皮
一盂
一盃
一盅
一盆
一盆火兒似的
一盆花
一盈一虛
一盒官粉
一盛
一盛一衰
一盞
一盞燈
一盞茶時
一盤
一盤散沙
一盤食
一盪
一目
一目十行
一目散
一目民
一目眇
一目瞭然
一目羅
一目羅不可以得鳥
一目連
一盲引衆盲
一直
一直線
一直走
一相
一相一味
一相三昧
一盼
一眄
一眇小丈夫
一看
一眚
一眞
一眞地
一眞法界
一眨眼
一眸
一眼
一眼之龜
一眼井
一睦
一瞑不視
一瞚
一瞥
一瞬
一瞬千里
一矢
一知半解
一短一長
一石
一石一鳥
一砠
一硏齋
一硫化汞
一碧
一碧萬頃
一碼
一磔手
一磨兒
一祖三宗
一神敎
一票
一禮
一禮四勿三省
一禽
一禿乘
一禿河
一禿翁
一私人
一秉
一秉稈
一秋
一科
一秤
一程
一程路
一稔
一稜
一種
一種一甁
一種情
一種物
一稱
一稿同畫
一穀
一穀不升
一穀不登國君徹膳
一穗
一穗寒燈
一穗麥子
一穴
一穴類
一空
一穽
一窖塵
一窗
一窠
一窩
一窩兒八代
一窩狗
一窩蜂
一窩風
一竅
一竅不通
一竅通百竅通
一竇
一竟
一章
一竪
一端
一竿
一竿竹
一竿竹不換簪裾
一竿風月
一笏
一笑
一笑先生
一笑兩齜牙
一笑千金
一笑居士
一笑散
一笑生
一笑粲
一笑釋仇恨
一笛
一笠
一符
一第
一第溷子
一笴
一筆
一筆三禮
一筆三過
一筆勾
一筆勾消
一筆啓上
一筆帳
一筆書
一筆款
一筆畫
一筆錦
一等
一等國
一等親
一筋
一策
一筦
一筪
一筯
一箇
一箇月
一算
一管
一箭
一箭之地
一箭來遠
一箭貫雙雕
一箭道
一箭雙雕
一節
一節切
一節動而百枝搖
一篇
一篇一詠
一篋
一篙
一篩雨
一篷
一簇
一簇瑞雲
一簏
一簞
一簞之醪
一簞犒
一簞食
一簣
一簣之功
一簣之釁
一簣山人
一簣草堂
一簧兩舌
一簾
一籌
一籌莫展
一籔
一籠
一粒
一粒粟中藏世界
一粒萬倍
一粟
一粟廬
一粟齋
一粥
一粲
一精
一系
一系統
一紀
一純
一紙
一紙半錢
一紙文書
一級
一索
一索得男
一紫
一紫蓋十紅
一紮線
一累
一終
一絃
一絃琴
一絕
一絡索
一統
一統志
一統河
一統碑
一絲
一絲一粟
一絲不亂
一絲不掛
一絲爲定萬金不移
一絲絲
一綑
一經
一經之儒
一經之訓
一經博士
一經堂
一經專門之學
一經廬
一經樓
一經爲立身之本
一經舉
一綫之溜
一綫進
一綱
一網
一網打盡
一綹線
一緖
一緘
一線
一線分散
一線天
一線門路
一緣
一編
一編菅
一縣
一縮一伸
一縮原燐酸
一縱
一縱一橫
一縷
一縷一觸
一縷之任係千鈞之重
一總
一繼
一繼一及
一續一離
一缺
一缺十求
一罇
一罎裏的醋
一罪
一羅預
一群
一群裏的貨
一義
一羽
一翁
一翦梅
一翳
一翻
一翼
一老
一老吏
一老菴
一考
一者二來
一而二二而一
一而再再而三
一耦
一聖
一聚
一聚一散
一聚塵
一聚枯骨
一聚落
一聞
一聯
一聲
一聲喊
一聲稱念罪皆除
一聲而非駟馬勿追
一聲雷
一職之責
一聽
一肉
一肘
一肚子氣
一股
一股腦兒
一肴
一背拉
一能
一脈
一脈相通
一脛
一脛之大幾如要
一脫
一脬
一脯
一腋
一腔
一腦門子的氣
一腰
一腳
一腳子肉
一腳指
一腸通肛門
一腹
一腹一生
一膀之力
一膊
一臂
一臂力
一臂民
一臘
一臠
一臥
一臥三十年
一臧一否
一至
一致
一致百慮
一致點
一臺
一臺二妙
一臺二絕
一臺戲
一與一
一與一奪
一興
一舍
一舒
一舟
一舟之覆無一物而不沈
一般
一般數
一般方略
一般會計
一般法
一般消費稅
一般無二
一般的
一般經濟學
一般聲
一般見識
一般預金
一船
一色
一色衣
一芥
一花
一花開五葉結果自然成
一花開知天下春
一芹
一范
一茅三脊
一茶一房
一茶閒
一茶頃
一草
一草一木
一草主人
一草亭
一莊
一莖
一莖九穗
一莖六穗
一莢
一華
一菴
一菴先生
一菴居士
一萬
一萬春
一萬田
一落
一落千丈
一落索
一落草就死
一葉
一葉兩豆
一葉報秋
一葉浮萍歸大海人生何處不相逢
一葉知秋
一葉秋
一葉舟
一葉落知天下秋
一葉蔽目
一葉蘭
一葉觀音
一著
一著先
一葛
一葦
一葦可航
一葦渡江
一蒲菴
一蓋
一蓑
一蓑雨
一蓬風
一蓮
一蓮託生
一蔕
一蔕十七實齋
一蕚
一蕚紅
一蕢
一藏
一藝
一藝之士
一虎
一虎難敵衆犬
一處
一處不到一處迷
一處房子
一虛
