FM放送
あさつゆ【朝つゆ】［朝露］
あさなぎ【朝なぎ】［朝凪］
あさね【朝ね】［朝寝］
あさねぼう【朝ねぼう】［朝寝坊］
あさはか［浅はか］
あさましい［浅ましい］
あさもや【朝もや】［朝靄］
あさり［浅蜊］
あさる［漁る］
あさ［麻］
あざける［嘲る］
あざみ［薊］
あざむく［欺く］
あざやか［鮮やか］
あざらし［海豹］
あざわらう【あざ笑う】［嘲笑う］
あざ笑う
あざ［痣］
あしあと【足あと】［足跡］
あしかけ【足かけ】［足掛け］
あしか［海驢］
あしがかり【足がかり】［足掛かり］
あしこし【足こし】［足腰］
あした［明日］
あしだ［足駄］
あしでまとい【足手まとい】［足手纏い］
あしながばち［足長蜂］
あしびょうし【足びょうし】［足拍子］
あしぶみ【足ぶみ】［足踏み］
あしもと【足もと・足元】［足下］
あし［脚］
あし［葦］
あじさい［紫陽花］
あじろ［網代］
あじ［鰺］
あずかる［与る］
あずき［小豆］
あずま［東］
あせだく［汗だく］
あせばむ［汗ばむ］
あせまみれ［汗塗れ］
あせみず【あせ水】［汗水］
あせみどろ［汗みどろ］
あせも［汗疹］
あせり［焦り］
あせる［焦る］
あせる［褪せる］
あせ水
あせ［汗］
あぜくら［校倉］
あぜみち【あぜ道】［畦道］
あぜん【あ然】［唖然］
あぜ道
あぜ［畔・畦］
あそびほうける【遊びほうける】［遊び呆ける］
あたい［価］
あたえる［与える］
あたし［私］
あたまかくしてしりかくさず［頭かくして尻かくさず］
あたまごし【頭ごし】［頭越し］
あだ名
あだ［仇］
あだ［徒］
あっさく【圧さく】［圧搾］
あっせん［斡旋］
あった［有(在)った］
あっとう【圧とう】［圧倒］
あっとうてき【圧とう的】［圧倒的］
あっと言う間
あっと言わせる
あっぱく【圧ぱく】［圧迫］
あっぱれ［天晴れ］
あつかい［扱い］
あつかう［扱う］
あつげしょう【厚げしょう】［厚化粧］
あつささむさもひがんまで［暑さ寒さも彼岸まで］
あつらえむき【あつらえ向き】［誂え向き］
あつらえる［誂える］
あつらえ向き
あてがう［宛てがう］
あてこすり【当てこすり】［当て擦り］
あてこむ【当てこむ】［当て込む］
あてさき【あて先】［宛先］
あてな【あて名】［宛名］
あてはまる【当てはまる】［当て嵌まる］
あてはめる【当てはめる】［当て嵌める］
あてる［充てる］
あてる［宛てる］
あて先
あて名
あて［宛て］
あでやか［艶やか］
あとあと［後後］
あとおし［後押し］
あとかたづけ［後片付け］
あとかたもない［跡形も無い］
あとがま［後釜］
あとくされ［後腐れ］
あとつぎ［跡継ぎ］
あととり【あと取り】［跡取り］
あとばらい【後ばらい】［後払い］
あともどり【後もどり】［後戻り］
あとをたたない［跡を絶たない］
あと取り
あと［跡］
あなうめ【穴うめ】［穴埋め］
あなどる［侮る］
あによめ【兄よめ】［兄嫁］
あねったい［亜熱帯］
あの世
あばく［暴く］
あばらぼね［肋骨］
あばら家
あばら屋
あばれんぼう【暴れんぼう】［暴れん坊］
あひる［家鴨］
あふれる［溢れる］
あぶく［泡］
あぶはち取らず
あぶみ［鐙］
あぶらあげ【油あげ】［油揚げ］
あぶらあせ［脂汗］
あぶらがのる［脂が乗る］
あぶらぎる［脂ぎる］
あぶらけ【油気】［脂気］
あぶらぜみ［油蝉］
あぶらっこい［脂っこい］
あぶらな［油菜］
あぶらみ【あぶら身】［脂身］
あぶらむし［油虫］
あぶら身
あぶら［脂］
あぶりだし【あぶり出し】［焙り出し］
あぶり出し
あぶる［焙る・炙る］
あぶ［虻］
あへん［阿片］
あまあし【雨足】［雨脚］
あまい［甘い］
あまえる［甘える］
あまえんぼう［甘えん坊］
あまがえる［雨蛙］
あまがさ【雨がさ】［雨傘］
あまくだり【天下り】［天降り］
あまくち【あま口】［甘口］
あまごい【雨ごい】［雨乞い］
あまざけ【あま酒】［甘酒］
あまざらし【雨ざらし】［雨曝し］
あまずっぱい［甘酸っぱい］
あまちゃ【あま茶】［甘茶］
あまったるい［甘ったるい］
あまったれる［甘ったれる］
あまとう【あま党】［甘党］
あまどい【雨どい】［雨樋］
あまねく［遍く］
あまのじゃく［天の邪鬼］
あまみ［甘み］
あまもり【雨もり】［雨漏り］
あまやかす［甘やかす］
あまんじる［甘んじる］
あま党
あま口
あま茶
あま酒
あま［亜麻］
あま［尼］
あま［海女・海士］
あみがさ【編みがさ】［編笠］
あみだな［網棚］
あみだ［阿弥陀］
あみど【あみ戸】［網戸］
あみのめのよう［網の目のよう］
あみもと［網元］
あみをはる［網を張る］
あみ戸
あみ［網］
あめかんむり【雨かんむり】［雨冠］
あめ［天］
あめ［飴］
あやしい［怪しい］
あやしむ［怪しむ］
あやめ［菖蒲］
あや取り
あや［文・綾］
あゆ［鮎］
あらあらしい［荒荒しい］
あらいざらし【洗いざらし】［洗い晒し］
あらい［粗い］
あらい［荒い］
あらうみ【あら海】［荒海］
あらかせぎ［荒稼ぎ］
あらぎょう【あら行】［荒行］
あらくれ［荒くれ］
あらけずり［荒削り］
あらさがし【あら探し】［粗探し］
あらしのまえのしずけさ［嵐の前の静けさ］
あらし［嵐］
あらすじ【あら筋】［粗筋］
あらす［荒らす］
あらだてる［荒立てる］
あらっぽい［荒っぽい・粗っぽい］
あらなみ【あら波】［荒波］
あらまき【あら巻き】［荒巻き・新巻き］
あらもの【あら物】［荒物］
あらものや【あら物屋】［荒物屋］
あらりょうじ［荒療治］
あられ［霰］
あらわ［露］
あら巻き
あら探し
あら波
あら海
あら物
あら物屋
あら筋
あら行
ありか［在処］
ありがたい［有り難い］
ありがためいわく［有難迷惑］
ありがち［有り勝ち］
ありがとう［有り難う］
ありさま［有様］
ありじごく［蟻地獄］
ありてい［有り体］
ありのはい出るすき間もない
ありのまま［有りの儘］
ありふれた［有り触れた］
ありまき［蟻巻］
あります［有(在)ります］
ありゅう［亜流］
あり［蟻］
あるいは［或いは］
あるじ［主・主人］
あるまじき［有るまじき］
ある［或る］
ある［有る・在る］
あれくるう［荒れ狂う］
あれち【あれ地】［荒れ地］
あれの【あれ野】［荒れ野］
あれはてる【あれ果てる】［荒れ果てる］
あれほど［あれ程］
あれもよう【あれ模様】［荒れ模様］
あれる［荒れる］
あれ地
あれ果てる
あれ模様
あれ程
あれ野
あれ［荒れ］
あろう［有(在)ろう］
あわい［淡い］
あわせる［併せる］
あわせ［袷］
あわただしい［慌ただしい］
あわだつ【あわ立つ】［泡立つ］
あわつぶ［粟粒］
あわてふためく［慌てふためく］
あわてる［慌てる］
あわてんぼう［慌てん坊］
あわび［鮑・鰒］
あわゆき【あわ雪】［淡雪］
あわれみぶかい【あわれみ深い】［哀れみ深い］
あわれみ深い
あわれみ［哀れみ］
あわれむ［哀れむ］
あわれ［哀れ］
あわをくう［泡を食う］
あわ立つ
あわ雪
あわ［泡］
あわ［粟］
あんか［行火］
あんきょ【暗きょ】［暗渠］
あんぎゃ［行脚］
あんこう［鮟鱇］
あんこ［餡子］
あんしょう【暗しょう】［暗礁］
あんしょう【暗唱】［諳誦］
あんしょうにのりあげる［暗礁に乗り上げる］
あんず［杏］
あんたい【安たい】［安泰］
あんたん【暗たん】［暗澹］
あんちゅうもさく【暗中模さく】［暗中模索］
あんどん［行灯］
あんど［安堵］
あんのん【安のん】［安穏］
あんば【あん馬】［鞍馬］
あんばい［塩梅］
あんばい［案配・按配］
あんま［按摩］
あんみん【安みん】［安眠］
あんもく【暗もく】［暗黙］
あんやく【暗やく】［暗躍］
あん馬
あん［行］
あん［餡］
あ然
いあつ【い圧】［威圧］
いあん［慰安］
いいかえる【言いかえる】［言い換える］
いいかねる【言いかねる】［言い兼ねる］
いいがかり【言いがかり】［言い掛かり］
いいぐさ【言いぐさ】［言い草・言い種］
いいこめる【言いこめる】［言い込める］
いいしぶる【言いしぶる】［言い渋る］
いいそえる【言いそえる】［言い添える］
いいつかる【言いつかる】［言い付かる］
いいつくす【言いつくす】［言い尽くす］
いいつぐ【言いつぐ】［言い継ぐ］
いいつけ【言いつけ】［言い付け］
いいつける【言いつける】［言い付ける］
いいならわし【言いならわし】［言い習わし］
いいぬける【言いぬける】［言い抜ける］
いいのがれ【言いのがれ】［言い逃れ］
いいのがれる【言いのがれる】［言い逃れる］
いいふくめる【言いふくめる】［言い含める］
いいふらす【言いふらす】［言い触らす］
いいもらす【言いもらす】［言い漏らす］
いいよどむ【言いよどむ】［言い淀む］
いいわたす【言いわたす】［言い渡す］
いい加減
いい気
いい気になる
いい気味
いい［好い・善い・良い］
いうはやすくおこなうはかたし［言うは易く行うは難し］
いえがら【家がら】［家柄］
いえじゅう【家じゅう】［家中］
いえる［癒える］
いおう［硫黄］
いおり［庵］
いかいよう【胃かいよう】［胃潰瘍］
いかく［威嚇］
いかずち［雷］
いかだながし【いかだ流し】［筏流し］
いかだ流し
いかだ［筏］
いかめしい［厳しい］
いかもの食い
いからす［怒らす］
いかり［怒り］
いかり［錨］
いかる［怒る］
いかん【遺かん】［遺憾］
いかんなく［遺憾無く］
いかんにたえない［遺憾に堪えない］
いか［烏賊］
いがい【遺がい】［遺骸］
いがた［鋳型］
いがみあう【いがみ合う】［啀み合う］
いがみ合う
いがん【胃がん】［胃癌］
いが［毬］
いきうめ【生きうめ】［生き埋め］
いきおいこむ【勢いこむ】［勢い込む］
いきがい【生きがい】［生き甲斐］
いきがかり【行きがかり】［行き掛かり］
いきがけ【行きがけ】［行き掛け］
いきごみ【意気ごみ】［意気込み］
いきごむ【意気ごむ】［意気込む］
いきしょうちん【意気消ちん】［意気消沈］
いきだおれ【行きだおれ】［行き倒れ］
いきちがい【行きちがい】［行き違い］
いきちがう【行きちがう】［行き違う］
いきつぎ【息つぎ】［息継ぎ］
いきづかい【息づかい】［息遣い］
いきづまる【息づまる】［息詰まる］
いきづまる【行きづまる】［行き詰まる］
いきどおり［憤り］
いきどおる［憤る］
いきなやむ【行きなやむ】［行き悩む］
いきぬき【息ぬき】［息抜き］
いきぬく【生きぬく】［生き抜く］
いきようよう【意気ようよう】［意気揚揚］
いきり立つ
いきわたる【行きわたる】［行き渡る］
いき［粋］
いぎょう【い業】［偉業］
いぎ［威儀］
いくえにも［幾重にも］
いくたび［幾度］
いくた［幾多］
いくつ［幾つ］
いくど［幾度］
いくにち【いく日】［幾日］
いくぶん［幾分］
いくら［幾ら］
いく日
いく［逝く］
いぐさ［藺草］
いけがき【生けがき】［生け垣］
いけす［生け簀］
いけどり【生けどり】［生け捕り］
いけどる【生けどる】［生け捕る］
いけにえ［生け贄］
いける［埋ける］
いげん【い厳】［威厳］
いこい［憩い］
いこう【い光】［威光］
いこう［憩う］
いこくじょうちょ【異国情ちょ】［異国情緒］
いこじ［依怙地］
いこん【遺こん】［遺恨］
いご［囲碁］
いさいをはなつ［異彩を放つ］
いさい［異彩］
いさかい［諍い］
いさぎよい［潔い］
いさめる［諫める］
いさりび【いさり火】［漁火］
いさり火
いざという時
いざよい［十六夜］
いしうす【石うす】［石臼］
いしがき【石がき】［石垣］
いしずえ［礎］
いしだたみ【石だたみ】［石畳］
いしゅく［畏縮］
いしゅく［萎縮］
いしょう【意しょう】［意匠］
いしょう【異しょう】［異称］
いしょく【委しょく】［委嘱］
いしん【い信】［威信］
いしん［維新］
いじきたない【意地きたない】［意地汚い］
いじん［偉人］
いじ［維持］
いすか［交喙］
いす［椅子］
いせい【い勢】［威勢］
いせいがいい［威勢がいい］
いせき【移せき】［移籍］
いせき【遺せき】［遺跡］
いせん［緯線］
いぜん［依然］
いそうろう［居候］
いそがしい［忙しい］
いそぎんちゃく［磯巾着］
いそ［磯］
いぞん［依存］
いたく【委たく】［委託］
いたけだか［居丈高］
いたし方ない
いたじき【板じき】［板敷き］
いたす［致す］
いたずら［悪戯］
いたたまれない［居たたまれない］
いただきもの【いただき物】［戴き物］
いただき物
いただく【頂く】［戴く］
いただける［頂ける・戴ける］
いたちごっこ［鼬ごっこ］
いたち［鼬］
いたって［至って］
いたばさみ【板ばさみ】［板挟み］
いたべい【板べい】［板塀］
いたむ［悼む］
いためる［炒める］
いたわしい［労わしい］
いたわる［労わる］
いたん［異端］
いた［居た］
いだい［偉大］
いだく［抱く・懐く］
いだてん【いだ天】［韋駄天］
いだ天
いちいち［一一］
いちい［一位・櫟］
いちがいに［一概に］
いちぐう［一隅］
いちげいにひいでる［一芸に秀でる］
いちげき【一げき】［一撃］
いちげんこじ【一言こじ】［一言居士］
いちご［苺］
いちじく［無花果］
いちじゅん［一巡］
いちず［一途］
いちどきに［一時に］
いちにんしょう【一人しょう】［一人称］
いちねんのけいはがんたんにあり［一年の計は元旦にあり］
いちはつ［一八・鳶尾］
いちはやく［いち早く］
いちばんどり【一番どり】［一番鶏］
いちべつ［一瞥］
いちまつ［一抹］
いちもうだじん［一網打尽］
いちもくさんに［一目散に］
いちもくりょうぜん【一目りょうぜん】［一目瞭然］
いちやく［一躍］
いちやづけ【一夜づけ】［一夜漬け］
いちょう［銀杏］
いちりづか［一里塚］
いちりんざし【一輪ざし】［一輪挿し］
いち早く
いち［壱］
いっかくせんきん【一かく千金】［一攫千金］
いっかつ［一喝］
いっかつ［一括］
いっかん［一環］
いっかん［一貫］
いっきいちゆう【一喜いちゆう】［一喜一憂］
いっきうち【いっき打ち】［一騎打ち］
いっきとうせん【いっき当千】［一騎当千］
いっき当千
いっき打ち
いっき［一揆］
いっけんや【一けん家】［一軒家］
いっこういっき［一向一揆］
いっこう［一向］
いっさいがっさい［一切合財・一切合切］
いっさい［一切］
いっさんに［一散に］
いっしゅうき【一周き】［一周忌］
いっしゅん［一瞬］
いっしょうがい［一生涯］
いっしょうけんめい［一生懸命］
いっしょ［一緒］
いっすい［一睡］
いっする［逸する］
いっすんさきはやみ［一寸先は闇］
いっすんのむしにもごぶのたましい［一寸の虫にも五分の魂］
いっせい［一斉］
いっそう［一層］
いっそう［一掃］
いったいぜんたい［一体全体］
いったん［一旦］
いったん［一端］
いった［煎った］
いっちょうら［一張羅］
いっち［一致］
いってき【一てき】［一滴］
いってつ［一徹］
いっぱい【一ぱい】［一杯］
いっぱく【一ぱく】［一泊］
いっぱんてき［一般的］
いっぱん［一般］
いっぺんとう【一辺とう】［一辺倒］
いっぺん［一遍］
いっぽんやり【一本やり】［一本槍］
いつくしむ［慈しむ］
いつの間にか
いつわり［偽り］
いつわる［偽る］
いつわ［逸話］
いてつく［凍てつく］
いてもたってもいられない［居ても立ってもいられない］
いでたち［出で立ち］
いとう［厭う］
いとしい［愛しい］
いとのこ【糸のこ】［糸鋸］
いとへん【糸へん】［糸偏］
いとまごい［暇乞い］
いとま［暇］
いとわしい［厭わしい］
いどばたかいぎ【いどばた会議】［井戸端会議］
いどばた会議
いどむ［挑む］
いど［井戸］
いど［緯度］
いない［居ない］
いながら［居ながら］
いなご［稲子・蝗］
いなさく【いな作】［稲作］
いなずま［稲妻］
いなだ【いな田】［稲田］
いななく［嘶く］
いなびかり［稲光］
いなほ［稲穂］
いなむら［稲叢］
いなり［稲荷］
いな作
いな田
いにしえ［古］
いぬかき【犬かき】［犬掻き］
いぬぞり【犬ぞり】［犬橇］
いぬ［戌］
いねこき［稲扱き］
いねむり［居眠り］
いね［稲］
いのしし［猪］
いのちがけ【命がけ】［命懸け］
いのちごい【命ごい】［命乞い］
いのちづな【命づな】［命綱］
いのちをかける【命をかける】［命を懸ける］
いのちをつなぐ【命をつなぐ】［命を繋ぐ］
いのなかのかわず［井の中の蛙］
いのり［祈り］
いのる［祈る］
いの一番
いはい【位はい】［位牌］
いはん【い反】［違反］
いばらのみち［茨の道］
いばら［茨］
いばりちらす【いばり散らす】［威張り散らす］
いばり散らす
いばる［威張る］
いびき［鼾］
いふうどうどう［威風堂堂］
いぶかしい［訝しい］
いぶかる［訝る］
いぶき［息吹］
いぶくろ【胃ぶくろ】［胃袋］
いぶす［燻す］
いぶる［燻る］
いほう【い法】［違法］
いぼ［疣］
いまいましい［忌ま忌ましい］
いまごろ【今ごろ】［今頃］
いまさら【今さら】［今更］
いましがた【今しがた】［今し方］
いましめる［戒める］
いましめ［戒め］
います［居ます］
いまないたからすがもうわらう［今泣いた烏がもう笑う］
いまなお【今なお】［今尚・今猶］
いまわしい［忌まわしい］
いむ［忌む］
いもちびょう【いもち病】［稲熱病］
いもち病
いもづるしき【いもづる式】［芋蔓式］
いもづる式
いもの［鋳物］
いもばん【いも版】［芋版］
いもむし【いも虫】［芋虫］
いもり［井守］
いもを洗うよう
いもん【い問】［慰問］
いも版
いも虫
いも［芋］
いやいや［嫌嫌］
いやおうなし［否応無し］
いやがらせ［嫌がらせ］
いやがる［嫌がる］
いやが上にも
いやが応でも
いやく【い約】［違約］
いやしい［卑しい］
いやしむ［卑しむ］
いやしめる［卑しめる］
いやす［癒やす］
いやというほど［嫌というほど］
いやみ［嫌味］
いやらしい［嫌らしい］
いや［否］
いや［嫌］
いらい［依頼］
いらか［甍］
いらだたしい【いら立たしい】［苛立たしい］
いらだつ［苛立つ］
いら立たしい
いりえ【入りえ】［入り江］
いりびたる【入りびたる】［入り浸る］
いりもやづくり［入母屋造り］
いりゅう【い留】［慰留］
いりょう【医りょう】［医療］
いりょく［威力］
いるか［海豚］
いる［居る］
いる［煎る］
いる［鋳る］
いれい［慰霊］
いれかえる【入れかえる】［入れ替える］
いれかわる【入れかわる】［入れ替わる］
いれずみ【入れずみ】［入れ墨］
いれちがい【入れちがい】［入れ違い］
いれぢえ【入れぢえ】［入れ知恵］
いろあせる【色あせる】［色褪せる］
いろいろ［色色］
いろう【い労】［慰労］
いろつや【色つや】［色艶］
いろどり［彩り］
いろどる［彩る］
いろは歌
いろり［囲炉裏］
いわお［巌］
いわかん【い和感】［違和感］
いわしぐも【いわし雲】［鰯雲］
いわし雲
いわし［鰯・鰮］
いわな［岩魚］
いわはだ【岩はだ】［岩肌］
いわば［言わば］
いんうつ［陰鬱］
いんえい［陰影］
いんかん【印かん】［印鑑］
いんがをふくめる［因果を含める］
いんき【いん気】［陰気］
いんきょく【いん極】［陰極］
いんきょ［隠居］
いんけん［陰険］
いんげんまめ［隠元豆］
いんせい【いん性】［陰性］
いんせき【いん石】［隕石］
いんせき［姻戚］
いんにこもる［陰にこもる］
いんねん【因ねん】［因縁］
いんぶん［韻文］
いんぼう［陰謀］
いんよう【いん陽】［陰陽］
いんりつ［韻律］
いんれき［陰暦］
いん性
いん極
いん気
いん石
いん陽
いん［陰］
いん［韻］
い信
い光
い労
い勢
い厳
い反
い和感
い問
い圧
い業
い法
い留
い約
い［井］
い［亥］
い［威］
い［為］
い［違］
ういういしい［初初しい］
ういじん［初陣］
うい［初］
うえこみ【植えこみ】［植え込み］
うえじに【うえ死に】［飢え死に］
うえる［飢える］
うえをしたへのさわぎ［上を下への騒ぎ］
うえ死に
うえ［飢え］
うおがし［魚河岸］
うかい【う回】［迂回］
うかい【う飼い】［鵜飼い］
うかがう［伺う］
うかがう［窺う］
うかされる［浮かされる］
うかす［浮かす］
うかつ［迂闊］
うかない［浮かない］
うかぬかお【うかぬ顔】［浮かぬ顔］
うかぬ顔
うかびあがる【うかび上がる】［浮かび上がる］
うかび上がる
うかぶ［浮かぶ］
うかべる［浮かべる］
うかれる［浮かれる］
うかんむり［ウ冠］
うがい［嗽］
うがつ［穿つ］
うきあがる【うき上がる】［浮き上がる］
うきあしだつ【うき足立つ】［浮き足立つ］
うきうき［浮き浮き］
うきくさ［浮き草］
うきぐも【うき雲】［浮き雲］
うきしずみ［浮き沈み］
うきたつ【うき立つ】［浮き立つ］
うきぶくろ［浮き袋］
うきぼり［浮き彫り］
うきます［浮きます］
うきめ［憂き目］
うきよ【うき世】［浮き世］
うきよえ【うき世絵】［浮世絵］
うきわ［浮き輪］
うき上がる
うき世
うき世絵
うき立つ
うき足立つ
うき雲
うき［浮き］
うく［浮く］
うぐいすばり【うぐいす張り】［鶯張り］
うぐいす張り
うぐいす［鶯］
うけあう【うけ合う】［請け合う］
うけおい【うけ負い】［請負］
うけおう【うけ負う】［請け負う］
うけつぐ【受けつぐ】［受け継ぐ］
うける【受ける】［請ける］
うけ合う
うけ負い
うけ負う
うげん【右げん】［右舷］
うごうのしゅう【う合の衆】［烏合の衆］
うごめかす［蠢かす］
うごめく［蠢く］
うさぎ［兎］
うさばらし【うさ晴らし】［憂さ晴らし］
うさんくさい［胡散臭い］
うさ晴らし
うしお［潮］
うしみつどき【うしみつ時】［丑三つ時］
うしみつ時
うしろがみをひかれる［後ろ髪を引かれる］
うしろだて【後ろだて】［後ろ盾］
うし［丑］
うじ［蛆］
うすあかり【うす明かり】［薄明かり］
うすい［薄い］
うすうす［薄薄］
うすきみわるい【うす気味悪い】［薄気味悪い］
うすぎ【うす着】［薄着］
うすぎたない［薄汚い］
うすくらがり【うす暗がり】［薄暗がり］
うすぐもり［薄曇り］
うすぐらい【うす暗い】［薄暗い］
うすげしょう［薄化粧］
うすっぺら［薄っぺら］
うすで【うす手】［薄手］
うすび【うす日】［薄日］
うすめ【うす目】［薄目］
うすめる［薄める］
うすらぐ［薄らぐ］
うすらさむい【うすら寒い】［薄ら寒い］
うすら寒い
うすれる［薄れる］
うすわらい【うす笑い】［薄笑い］
うす手
うす日
うす明かり
うす暗い
うす暗がり
うす気味悪い
うす目
うす着
うす笑い
うす紙をはぐように
うす［臼］
うす［薄］
うずくまる［蹲る］
うずく［疼く］
うずしお【うず潮】［渦潮］
うずまき【うず巻き】［渦巻き］
うずまく【うず巻く】［渦巻く］
うずまる［埋まる］
うずめる［埋める］
うずもれる［埋もれる］
うずら［鶉］
うず巻き
うず巻く
うず潮
うず［渦］
うせる［失せる］
うそからでたまこと［嘘から出たまこと］
うそじ【うそ字】［嘘字］
うそつきはどろぼうの始まり
うそつき［嘘つき］
うそはっぴゃく【うそ八百】［嘘八百］
うそぶく［嘯く］
うそも方便
うそ八百
うそ字
うそ［嘘］
うたい［謡］
うたう［謳う］
うたぐりぶかい【うたぐり深い】［疑り深い］
うたぐり深い
うたぐる［疑る］
うたげ［宴］
うたたね［うたた寝］
うたた寝
うたない［撃たない］
うたわれる［謳われる］
うだつが上がらない
うだる［茹る］
うちくだく【打ちくだく】［打ち砕く］
うちこむ【打ちこむ】［打ち込む］
うちしずむ【打ちしずむ】［打ち沈む］
うちのり【内のり】［内法］
うちはらう【打ちはらう】［打ち払う］
うちひしがれる【打ちひしがれる】［打ち拉がれる］
うちべんけい［内弁慶］
うちます［撃ちます］
うちわもめ【内輪もめ】［内輪揉め］
うちわ［団扇］
うち［家］
うっそう［鬱蒼］
うったえる［訴える］
うった［撃った］
うってつけ［打って付け］
うっぷん［鬱憤］
うつぎ［空木・卯木］
うつつ［現］
うつぶせる［うつ伏せる・俯せる］
うつぶせ［うつ伏せ・俯せ］
うつぼかずら［靫葛・靫蔓］
うつむく［俯く］
うつ伏せ
うつ伏せる
うつ［撃つ］
うづき［卯月］
うてばひびく【打てばひびく】［打てば響く］
うでがあがる［腕が上がる］
うでがおちる［腕が落ちる］
うでがたつ［腕が立つ］
うでがなる［腕が鳴る］
うできき［腕利き］
うでくらべ［腕比べ］
うでぐみ［腕組み］
うでじまん［腕自慢］
うでずく［腕ずく］
うでずもう［腕相撲］
うでたてふせ［腕立て伏せ］
うでだめし［腕試し］
うでっぷし［腕っ節］
うでにおぼえがある［腕に覚えがある］
うでによりをかける［腕によりをかける］
うでまえ［腕前］
うでまくり［腕捲り］
うでる［茹る］
うでをあげる［腕を上げる］
うでをこまねく［腕をこまねく］
うでをふるう［腕を振るう］
うでをみがく［腕を磨く］
うで［腕］
うとい［疎い］
うとう［撃とう］
うとましい［疎ましい］
うとむ［疎む］
うとんずる［疎んずる］
うどのたいぼく［独活の大木］
うどん［饂飩］
うど［独活］
うながす［促す］
うなぎのねどこ［鰻の寝床］
うなぎのぼり【うなぎ登り】［鰻登り］
うなぎ登り
うなぎ［鰻］
うなじ［項］
うなずく［肯く］
うなずける［肯ける］
うなり［唸り］
うなる［唸る］
うに［海胆］
うね［畝・畦］
うのはな【うの花】［卯の花］
うのみ［鵜呑み］
うのめたかのめ［鵜の目鷹の目］
うの花
うばう［奪う］
うぶぎ【うぶ着】［産着］
うぶげ【うぶ毛】［産毛］
うぶごえ【うぶ声】［産声］
うぶゆ【うぶ湯】［産湯］
うぶ声
うぶ毛
うぶ湯
うぶ着
うぶ［初心］
うぶ［産］
うまいしるを吸う
うまおいむし［馬追い虫］
うまない［膿まない］
うまる［埋まる］
うま［午］
うみがめ【海がめ】［海亀］
うみねこ［海猫］
うみへび【海へび】［海蛇］
うみます［膿みます］
うみ［膿］
うむ［倦む］
うむ［膿む］
うめあわせる【うめ合わせる】［埋め合わせる］
うめきごえ【うめき声】［呻き声］
うめき声
うめくさ［埋め草］
うめく［呻く］
