A判
いろ直し
いろ落ち
いろ褪せる
いわい酒
いわく付き
いわく因縁
いんき臭い
いんぎん無礼
いんさいだー取引
いんたーねっと銀行
いーじす艦
い待ちづき
い待ち月
い涼暮月
い直りごうとう
い直り強盗
い音便
うい初しい
うえから目線
うえるたー級
うえ付ける
うえ替える
うえ死に
うえ込み
うえ込む
うぉーる街
うおの目
うお座
うかがい書
うかがい知る
うかび上がる
うきあし立つ
うきよ離れ
うき上がる
うき世
うき世ばなれ
うき世離れ
うき出す
うき出る
うき名
うき囊
うき寝
うき島
うき巣
うき彫り
うき木
うき橋
うき沈み
うき浮き
うき目
うき石
うき立つ
うき節
うき織り
うき腰
うき舟
うき草
うき荷
うき袋
うき貸し
うき足
うき足だつ
うき足立つ
うき身
うき輪
うき雲
うき魚
うぐいす嬢
うけて立つ
うけ人
うけ付け
うけ付ける
うけ入れ
うけ入れる
うけ出す
うけ取り
うけ取る
うけ口
うけ合い
うけ合う
うけ売り
うけ太刀
うけ容れる
うけ手
うけ持ち
うけ持つ
うけ書
うけ止める
うけ流す
うけ渡し
うけ皿
うけ答え
うけ継ぐ
うけ腰
うけ負う
うけ身
うさん臭い
うさ晴らし
うしのとき参り
うしの刻まいり
うしの刻参り
うしの時まいり
うしの時参り
うしろはち巻き
うしろ傷
うしろ前
うしろ向き
うしろ姿
うしろ幅
うしろ影
うしろ手
うしろ指
うしろ暗い
うしろ楯
うしろ盾
うしろ肢
うしろ脚
うしろ見
うしろ足
うしろ身
うしろ鉢まき
うしろ鉢巻き
うしろ髪
うし三つ
うし追い
うし飼い
うすきみ悪い
うすら笑い
うす切り
うす明かり
うす暗い
うす曇り
うす気味わるい
うす気味悪い
うす汚い
うす汚れる
うす焼き
うす目
うす笑い
うずみ火
うず巻き
うず巻く
うず高い
うそ吐き
うそ寒
うそ寒い
うそ泣き
うたい上げる
うたい手
うたい文句
うたい物
うたがい深い
うたぐり深い
うたせ湯
うたた寝
うたれ強い
うた切れ
うた合わせ
うた沢
うた詠み
うちあけ話
うちあげ花火
うちっ放し
うちでの小づち
うちでの小槌
うちわ揉め
うち上げ
うち上げはなび
うち上げる
うち上げ花火
うち付ける
うち倒す
うち傷
うち入り
うち出し
うち出す
うち出のこづち
うち出の小づち
うち出の小槌
うち切り
うち切る
うち勝つ
うち取る
うち合う
うち合わせ
うち合わせる
うち向き
うち回り
うち壊す
うち寄せる
うち崩す
うち廻り
うち所
うち払い
うち払う
うち抜く
うち拉がれる
うち捨てる
うち据える
うち掛け
うち方
うち明けばなし
うち明ける
うち明け話
うち果たす
うち棄てる
うち止め
うち歩
うち死に
うち殺す
うち毀す
うち水
うち沈む
うち消し
うち消す
うち減り
うち渡し
うち物
うち砕く
うち破る
うち祝い
うち立てる
うち粉
うち紐
うち続く
うち綿
うち耗り
うち落とす
うち解ける
うち負かす
うち負ける
うち身
うち込む
うち返す
うち連れる
うち過ぎる
うち違い
うち違える
うち重なる
うち隠し
うち首
うって付け
うって出る
うって変わる
うっ血
うつし世
うつし出す
うつし取る
うつし撮る
うつし絵
うつし身
うつつを抜かす
うつり変わる
うつり気
うつり香
うつ伏せ
うつ伏せる
うつ手
うつ病
うでたて伏せ
うでっ扱き
うでっ節
うで利き
うで捲り
うで比べ
うで立て
うで立てふせ
うで立て伏せ
うで組み
うで試し
うなぎ上り
うなぎ登り
うな丼
うな垂れる
うな電
うぬ惚れ
うぬ惚れる
うのはな腐し
うの毛
うの花
うの花くたし
うの花腐し
うまれ付き
うまれ付く
うまれ合わせる
うまれ変わり
うまれ変わる
うまれ持つ
うまれ落ちる
うま乗り
うま味
うま肥やし
うま跳び
うま返し
うま追い
うま飛び
うみの家
うみの幸
うみの日
うみの苦しみ
うみの親
うみ付ける
うみ出す
うみ分ける
うみ月
うみ落とす
うみ釣り
うみ開き
うみ鳴り
うめき声
うめたて地
うめ合わせ
うめ合わせる
うめ干し
うめ木
うめ漬け
うめ立て
うめ立てち
うめ立てる
うめ立て地
うめ草
うめ込む
うもれ木
うらみ言
うらみ辛み
うら付け
うら付ける
うら切り
うら切る
うら寂しい
うら恥ずかしい
うら悲しい
うら成り
うら打ち
うら技
うら書き
うら枯れる
うら淋しい
うら漉し
うら生り
うら編み
うら若い
うら返し
うら返す
うら返る
うら通り
うりて市場
うり上げ
うり主
うり二つ
うり付ける
うり出し
うり出す
うり切れ
うり切れる
うり口
うり場
うり声
うり子
うり家
うり急ぐ
うり惜しむ
うり手
うり手しじょう
うり手市場
うり払う
うり抜け
うり捌く
うり掛け
うり文句
うり方
うり渡す
うり物
うり立て
うり立てる
うり言葉
うり買い
うり越し
うり込み
うり込む
うり逃げ
うり飛ばす
うり食い
うるう年
うるさ型
うるし負け
うれし泣き
うれし涙
うれっ子
うれ口
うれ残り
うれ筋
うれ線
うれ行き
うれ足
うれ高
うろ抜く
うろ覚え
うわさ話
うわっ張り
うわっ調子
うわっ面
うわて投げ
うわの空
うわ乗せ
うわ乗り
うわ包み
うわ向き
うわ向く
うわ回る
うわ塗り
うわ履き
うわ張り
うわ手なげ
うわ手投げ
うわ掛け
うわ擦る
うわ敷き
うわ書き
うわ滑り
うわ澄み
うわ積み
うわ貼り
うん試し
うーろん茶
う音便
えい航
えがき出す
えき売り
えき止め
えき留め
えぐり出す
えこのみーくらす症候群
えしかる消費
えすかれーたー式
えたり賢し
えだ分かれ
えだ打ち
えだ振り
えどっ児
えどっ子
えの具
えの油
えび反り
えび固め
えほう巻き
えもん掛け
えも言われぬ
えら呼吸
えり付け
えり分ける
えり刳り
えり好み
えり嫌い
えり巻き
えり抜き
えり飾り
えんきり寺
えんぎ直し
えんげる係数
えんの下
えんばん投げ
えんぴつ削り
えんりょ深い
えん付く
えん切り
えん切りでら
えん切り寺
えん定め
えん建て
えん組み
えん結び
えん続き
えん遠い
え辛っぽい
おあいにく様
おいこし車線
おい上げる
おい付く
おい先
おい出す
おい切り
おい剝ぎ
おい回す
おい手
おい打ち
おい払い
おい払う
おい抜く
おい捲る
おい掛ける
おい撃ち
おい散らす
おい木
おい求める
おい炊き
おい焚き
おい目
おい着く
おい立ち
おい立てる
おい縋る
おい羽根
おい耄れ
おい耄れる
おい肥
おい腹
おい茂る
おい落とす
おい討ち
おい詰める
おい越し
おい越ししゃせん
おい越し車線
おい越す
おい込み
おい込む
おい返す
おい追い
おい遣る
おい銭
おい風
おうきゅうて当て
おうきゅう手あて
おうきゅう手当て
おうし座
おうまが時
おうむ返し
おえら方
おおいり袋
おおうち刈り
おおかれ少なかれ
おおせ付かる
おおそと刈り
おおたち回り
おおばん振る舞い
おおばん焼き
おおもの食い
おお入り
おお入りぶくろ
おお入り袋
おお内がり
おお内刈り
おお写し
おお切り
おお助かり
おお化け
おお向こう
おお商い
おお喜び
おお回り
おお外がり
おお外刈り
おお威張り
おお廻り
おお引け
おお当たり
おお急ぎ
おお慌て
おお持て
おお振り
おお掛かり
おお摑み
おお有り
おお泣き
おお物ぐい
おお物食い
おお盛り
おお目
おお立ちまわり
おお立ち回り
おお笑い
おお荒れ
おお見出し
おお詰め
おお通り
おお降り
おお食い
おお騒ぎ
おかいこ包み
おかしら付き
おかっ引き
おかど違い
おかまい無し
おか惚れ
おか持ち
おか焼き
おか釣り
おがみ倒す
おきあがり小法師
おきに入り
おき上がりこぼし
おき上がり小法師
おき上がる
おき伏し
おき傘
おき勉
おき去り
おき土
おき土産
おき場
おき字
おき引き
おき忘れる
おき所
おき手紙
おき抜け
おき掛け
おき換える
おき時計
おき津
おき火燵
おき炬燵
おき石
おき碁
おき臥し
おき釣り
おくたん価
おくの手
おくの院
おくびにも出さない
おくら入り
おくり付ける
おくり仮名
おくり倒し
おくり出す
おくり名
おくり届ける
おくり手
おくり火
おくり物
おくり状
おくり狼
おくり盆
おくり込む
おくり迎え
おくれ毛
おくれ馳せ
おく向き
おく床しい
おく深い
おく行き
おく許し
おこえ掛かり
おこたり無い
おこのみ焼き
おこ様
おこ様らんち
おさえ付ける
おさえ込み
おさえ込む
おさきまっ暗
おさき真っくら
おさき真っ暗
おさな馴染み
おしあいへし合い
おしあい圧しあい
おしあい圧し合い
おしえの庭
おしえ子
おしかけ女房
おしくら饅頭
おし並べて
おし付けがましい
おし付ける
おし倒す
おし入る
おし入れ
おし出し
おし出す
おし分ける
おし切り
おし切る
おし合いへしあい
おし合いへし合い
おし合い圧しあい
おし合い圧し合い
おし合う
おし問答
おし売り
おし寄せる
おし広げる
おし戴く
おし戻す
おし捲る
おし掛けにょうぼう
おし掛ける
おし掛け女房
おし止める
おし殺す
おし気
おし流す
おし測る
おし留める
おし目
おし着せ
おし立てる
おし競
おし競まんじゅう
おし競饅頭
おし紙
おし絵
おし置き
おし花
おし葉
おし詰まる
おし詰める
おし貸し
おし込み
おし込む
おし込める
おし返す
おし迫る
おし退ける
おし通す
おし進める
おし遣る
おし量る
おし隠す
おし頂く
おし鮨
おし麦
おし黙る
おじけ付く
おじゅ験
おじょう様
おじ気
おじ気づく
おじ気付く
おすそ分け
おすみ付き
おず怖ず
おせ押せ
おぜん立て
おそい掛かる
おそかれ早かれ
おそる恐る
おそれ入る
おそれ多い
おそ咲き
おそ生まれ
おそ蒔き
おぞけ立つ
おぞん層
おぞ気だつ
おぞ気立つ
おたがい様
おたずね者
おたち台
おたふく豆
おたふく風邪
おたま杓子
おちつき払う
おちゃ目
おちょうし者
おちょぼ口
おち合う
おち度
おち延びる
おち武者
おち目
おち着き
おち着きはらう
おち着き払う
おち着く
おち着ける
おち穂
おち窪む
おち縁
おち葉
おち行く
おち込む
おち零れ
おち零れる
おち魚
おち鮎
おって書き
おっとり刀
おっぽり出す
おっ付く
おっ付け
おっ付ける
おっ取りがたな
おっ取り刀
おっ手
おっ払う
おっ掛け
おっ掛ける
おっ放りだす
おっ放り出す
おっ着く
おっ被せる
おつかれ様
おつとめ品
おての物
おてんとう様
おて上げ
おて付き
おて柔らかに
おて洗い
おて玉
おて盛り
おで座し
おとこっ振り
おとこの子
おとこ勝り
おとこ好き
おとこ旱り
おとこ泣き
おとこ狂い
おとこ盛り
おとこ結び
おとし前
おとし噺
おとし子
おとし差し
おとし所
おとし文
おとし物
おとし穴
おとし紙
おとし胤
おとし蓋
おとし話
おとし込む
おとな気ない
おとな買い
おとめ座
おとり寄せ
おどり上がる
おどり出る
おどり場
おどり子
おどり字
おどり掛かる
おどり込む
おどり食い
おどろき入る
おない年
おなか一杯
おなみだ頂戴
おにっ子
おに遣らい
おの子
おはな畑
おはな畠
おはらい箱
おひき摺り
おひと好し
おひめさま抱っこ
おひめ様だっこ
おひめ様抱っこ
おひ様
おびき出す
おびき寄せる
おび揚げ
おび止め
おび留め
おび祝い
おび締め
おふく分け
おふ会
おぷしょん取引
おぼえ書き
おぼし召し
おぼし召す
おぼろ気
おまちどお様
おまち兼ね
おまち遠さま
おまち遠様
おまつり騒ぎ
おまーる海老
おみず取り
おみ外れ
おみ逸れ
おめし物
おめし縮緬
おめず臆せず
おもいだし笑い
おもいっ切り
おもいの外
おもい上がり
おもい上がる
おもい付き
おもい付く
おもい余る
おもい做し
おもい入れ
おもい出
おもい出しわらい
おもい出し笑い
おもい出す
おもい切った
おもい切って
おもい切り
おもい切る
おもい及ぶ
おもい合わせる
おもい回らす
おもい巡らす
おもい当たる
おもい思い
おもい掛けず
おもい掛けない
おもい描く
おもい止まる
おもい残す
おもい浮かべる
おもい煩う
おもい留まる
おもい直す
おもい知る
おもい立つ
おもい者
おもい至る
おもい設ける
おもい詰める
おもい起こす
おもい込み
おもい込む
おもい返す
おもい通り
おもい過ごし
おもい違い
おもい遣られる
おもい遣り
おもい遣る
おもう壺
おもう存分
おもう様
おもしろ可笑しい
おもち帰り
おもて向き
おもて成し
おもて書き
おもて替え
おもて立つ
おもて通り
おもわく売り
おもわせ振り
おも変わり
おも差し
おも忘れ
おも持ち
おも映ゆい
おも石
おも窶れ
おも立ち
おも立った
おも苦しい
おも重しい
おやかた日の丸
おやくしょ仕事
おやまの大将
おや代わり
おや優り
おや勝り
おや思い
おや掛かり
おや知らず
おや譲り
おや離れ
および立て
および腰
おりがみ付き
おりこみ済み
おりご糖
おりめ正しい
おりーぶ色
おり交ぜる
おり元
おり入って
おり口
おり合い
おり合う
おり好く
おり姫
おり山
おり悪しく
おり成す
おり戸
おり曲げる
おり本
おり物
おり畳み
おり畳む
おり目
おり目ただしい
おり目正しい
おり立つ
おり箱
おり紙
おり紙つき
おり紙付き
おり詰め
おり込み
おり込みずみ
おり込み済み
おり込む
おり返し
おり返す
おり重なる
おり鶴
おれいん酸
おれい参り
おれ合う
おれ線ぐらふ
おれ釘
おろし売り
おろし立て
おろし金
おわらい種
おわりはつ物
おわり初もの
おわり初物
おんしつ育ち
おんでまんど出版
おんなっ気
おんなの子
おんな好き
おんな旱り
おんな殺し
おんな狂い
おんな盛り
おんな結び
おんな誑し
おんの字
おん引き
おん着せがましい
おん知らず
おん読み
おん返し
おーぷん価格
おーぷん戦
おーぷん競技
お三どん
お上さん
お上りさん
お下がり
お下げ
お下地
お世話になっております
お世話になります
お世辞
お中
お丸
お互い
お互いさま
お互い様
お人よし
お人好し
お仕おき
お仕きせ
お仕着せ
お仕置き
お仕舞い
お付き
お付け
お代わり
お任せ
お休み
お伴
お似合い
お作り
お使い
お供
お供え
お俠
お偉いさん
お偉がた
お偉方
お兄さん
お先まっくら
お先まっ暗
お先棒
お先棒を担ぐ
お先真っくら
お先真っ暗
お八つ
お内儀さん
お冠
お冷や
お出で
お出まし
お出座し
お出来
お初
お勤め
お勤めひん
お勤め品
お勧め
お包み
お化け
お参り
お取りよせ
お取り寄せ
お受けん
お受験
お古
お叫び
お召し
お召しちりめん
お召しもの
お召し物
お召し縮緬
お告げ
お呼ばれ
お呼び
お呼びたて
お呼び立て
お喋り
お国
お坊ちゃん
お坐り
お墨つき
お墨付き
お声がかり
お声掛かり
お多福
お多福かぜ
お多福まめ
お多福豆
お多福風邪
お天気
お天道さま
お天道様
お太鼓
お奨め
お好みやき
お好み焼き
お姉
お姉さん
お姫さまだっこ
お姫さま抱っこ
お姫様だっこ
お姫様抱っこ
お婆さん
お嬢さま
お嬢さん
お嬢様
お子さま
お子さまらんち
お子様
お子様らんち
お守り
お安い
お定まり
お家芸
お寒い
お尋ねもの
お尋ね者
お山のたいしょう
お山の大将
お崩れ
お巡り
お巡りさん
お布令
お帰りなさい
お平ら
お座なり
お座り
お座敷が掛かる
お引きずり
お引き摺り
お強
お弾き
お役所しごと
お役所仕事
お待たせ
お待ちかね
お待ちどおさま
お待ちどお様
お待ち兼ね
お待ち遠さま
お待ち遠様
お忍び
お悔やみ
お愛想
お慰み
お成り
お手あげ
お手あらい
お手だま
お手つき
お手のもの
お手の物
お手もり
お手やわらかに
お手上げ
お手付き
お手伝いさん
お手手
お手柔らかに
お手洗い
お手玉
お手盛り
お払い
お払いばこ
お払い箱
お披露目
お抱え
お持たせ
お持ちかえり
お持ち帰り
お持てなし
お持て成し
お捻り
お揃
お揃い
お握り
お数
お新香
お日さま
お日様
お早う
お昼
お札
お株
お株を奪う
お構い
お構いなし
お櫃
お欠き
お止み
お母さん
お気にいり
お気に入り
お水とり
お水取り
お汁
お決まり
お河童
お洒落
お流れ
お浚い
お浸し
お涙ちょうだい
お涙頂戴
お清まし
お清汁
お温習い
お湿り
お漏らし
お澄まし
お為ごかし
お焦げ
お焼き
お爨どん
お父さん
お爺さん
お猪口になる
お玉
お玉じゃくし
お玉杓子
お生憎さま
お生憎様
お番菜
お疲れさま
お疲れ様
お百度を踏む
お目が高い
お目に掛かる
お目に掛ける
お目玉
お目見え
お眠
お睡
お礼まいり
お礼参り
お祓い
お祖母さん
お祖父さん
お祝い
お神酒
お祭り
お祭りさわぎ
